id,name,description_sale,description_purchase,default_code,sale_ok,purchase_ok,type,procure_method,supply_method,list_price,cost_method,standard_price,categ_id/id,uom_id,uom_po_id,description,valuation,uos_id,uos_coeff,standard_price,list_price,qty_available
product.product_product_pkm008,เชือกรัดสีเทา 15 มม./8  Kg.,,,PKM008,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_packing,ม้วน,ม้วน,,Real Time (automated),,,1,,
product.product_product_pkm009,"แผ่นพลาสติก HD 5"" x 14""  เกรด A",,,PKM009,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_packing,กก.,กก.,,Real Time (automated),,,1,,
product.product_product_pkm010,"แผ่นพลาสติก HD 5"" x 28""  เกรด A",,,PKM010,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_packing,กก.,กก.,,Real Time (automated),,,1,,
product.product_product_pkm011,"แผ่นพลาสติกปุ๋ย 58"" x  68""",,,PKM011,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_packing,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_pkm012,"แผ่นพลาสติกปุ๋ย 68"" x  78""",,,PKM012,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_packing,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_pkm013,"พลาสติกกันแกนดุม, M17S",,,PKM013,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_packing,อัน,อัน,,Real Time (automated),,,1,,
product.product_product_pkm014,"พลาสติกกันปลายตะเกียบ #F1, 120มม.",,,PKM014,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_packing,อัน,อัน,,Real Time (automated),,,1,,
product.product_product_pkm015,"โอพีพีเทป 18 มม. 45 หลา ใส  ""บิ๊กชาร์ค""",,,PKM015,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_packing,ม้วน,ม้วน,,Real Time (automated),,,1,,
product.product_product_pkm016,"โอพีพีเทป 18 มม. 50 หลา ใส  ""inter""",,,PKM016,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_packing,ม้วน,ม้วน,,Real Time (automated),,,1,,
product.product_product_pkm017,"โอพีพีเทป 2"" x 45 หลา สีน้ำตาล ยี่ห้อ S.J.",,,PKM017,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_packing,ม้วน,ม้วน,,Real Time (automated),,,1,,
product.product_product_pkm018,"โอพีพีเทป 2"" x 45 หลา สีน้ำตาล ยี่ห้อ ฟิวล์ลิงค์",,,PKM018,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_packing,ม้วน,ม้วน,,Real Time (automated),,,1,,
product.product_product_bag001,ถุงชริงค์ฟิมล์ PVC หด 13 ซม. X 16 ซม. (70 Micron),,,BAG001,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_bag,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_bag002,ถุงชริงค์ฟิมล์ PVC หด 15 ซม. X 20 ซม. (70 Micron),,,BAG002,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_bag,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_bag003,"ถุงปุ๋ย 12"" x  17""",,,BAG003,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_bag,กก.,กก.,,Real Time (automated),,,1,,
product.product_product_bag004,"ถุงปุ๋ย 12"" x  18""",,,BAG004,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_bag,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_bag005,"ถุงปุ๋ย 14"" x  21""",,,BAG005,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_bag,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_bag006,"ถุงปุ๋ย 14"" x  22""",,,BAG006,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_bag,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_bag007,"ถุงปุ๋ย 15"" x  22""",,,BAG007,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_bag,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_bag008,"ถุงปุ๋ย 15"" x 24""",,,BAG008,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_bag,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_bag009,"ถุงปุ๋ย 22"" x  35""",,,BAG009,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_bag,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_bag010,"ถุงปุ๋ย 22"" x 34""",,,BAG010,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_bag,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_bag011,"ถุงปุ๋ย 23"" x  35""",,,BAG011,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_bag,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_bag012,"ถุงปุ๋ย 23"" x  36""",,,BAG012,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_bag,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_bag013,"ถุงปุ๋ย 30"" x  45""",,,BAG013,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_bag,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_bag014,"ถุงปุ๋ย 30"" x  46""",,,BAG014,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_bag,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_bag015,"ถุงปุ๋ย 30"" x  46""",,,BAG015,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_bag,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_bag016,"ถุงปุ๋ย 30"" x 41""",,,BAG016,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_bag,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_bag017,"ถุงปุ๋ย 30"" x 42""",,,BAG017,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_bag,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_bag018,"ถุงปุ๋ย 65"" x 70""",,,BAG018,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_bag,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_bag019,"ถุงพลาสติก HD  4""  ความยาวไม่ได้ตัด เกรด A",,,BAG019,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_bag,กก.,กก.,,Real Time (automated),,,1,,
product.product_product_bag020,"ถุงพลาสติก HD 10"" x 15"" หนา 0.08/2 ด้าน เกรด A",,,BAG020,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_bag,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_bag021,"ถุงพลาสติก HD 10"" x 21"" หนา 0.08/2 ด้าน เกรด A",,,BAG021,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_bag,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_bag022,"ถุงพลาสติก HD 10"" x 32"" หนา 0.08/2 ด้าน เกรด A",,,BAG022,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_bag,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_bag023,"ถุงพลาสติก HD 11"" x 26""  หนา 0.08/2 ด้าน เกรด A",,,BAG023,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_bag,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_bag024,"ถุงพลาสติก HD 11"" x 30""  หนา 0.08/2 ด้าน เกรด A",,,BAG024,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_bag,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_bag025,"ถุงพลาสติก HD 16"" x 19""  หนา 0.08/2 ด้าน เกรด A",,,BAG025,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_bag,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_bag026,"ถุงพลาสติก HD 16"" x 22""  หนา 0.08/2 ด้าน เกรด A",,,BAG026,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_bag,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_bag027,"ถุงพลาสติก HD 16"" x 25""  หนา 0.08/2 ด้าน เกรด A",,,BAG027,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_bag,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_bag028,"ถุงพลาสติก HD 22"" x 28""  หนา 0.08/2 ด้าน เกรด A",,,BAG028,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_bag,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_bag029,"ถุงพลาสติก HD 4""  x 24"" หนา 0.08/2 ด้าน เกรด A",,,BAG029,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_bag,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_bag030,"ถุงพลาสติก HD 4""  x 28"" หนา 0.08/2 ด้าน เกรด A",,,BAG030,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_bag,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_bag031,"ถุงพลาสติก HD 4""  x 31"" หนา 0.08/2 ด้าน เกรด A",,,BAG031,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_bag,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_bag032,"ถุงพลาสติก HD 4""  x 39"" หนา 0.08/2 ด้าน เกรด A",,,BAG032,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_bag,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_bag033,"ถุงพลาสติก HD 4""  x 42"" หนา 0.08/2 ด้าน เกรด A",,,BAG033,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_bag,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_bag034,"ถุงพลาสติก HD 4""  x 47"" หนา 0.08/2 ด้าน เกรด A",,,BAG034,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_bag,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_bag035,"ถุงพลาสติก HD 4"" x 20""  หนา 0.08/2 ด้าน เกรด A",,,BAG035,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_bag,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_bag036,"ถุงพลาสติก HD 4"" x 4""   หนา 0.08/2 ด้าน เกรด A",,,BAG036,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_bag,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_bag037,"ถุงพลาสติก HD 4"" x 6""   หนา 0.08/2 ด้าน เกรด A",,,BAG037,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_bag,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_bag038,"ถุงพลาสติก HD 4"" x 7.5"" หนา 0.08/2 ด้าน เกรด A",,,BAG038,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_bag,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_bag039,"ถุงพลาสติก HD 5"" x 10""  หนา 0.08/2 ด้าน เกรด A",,,BAG039,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_bag,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_bag040,"ถุงพลาสติก HD 5"" x 11""  หนา 0.08/2 ด้าน เกรด A",,,BAG040,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_bag,กก.,กก.,,Real Time (automated),,,1,,
product.product_product_bag041,"ถุงพลาสติก HD 5"" x 12""  หนา 0.08/2 ด้าน เกรด A",,,BAG041,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_bag,กก.,กก.,,Real Time (automated),,,1,,
product.product_product_bag042,"ถุงพลาสติก HD 5"" x 14""  หนา 0.08/2 ด้าน เกรด A",,,BAG042,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_bag,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_bag043,"ถุงพลาสติก HD 5"" x 16""  หนา 0.08/2 ด้าน เกรด A",,,BAG043,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_bag,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_bag044,"ถุงพลาสติก HD 5"" x 16""  หนา 0.08/2 ด้าน เกรด A",,,BAG044,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_bag,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_bag045,"ถุงพลาสติก HD 6"" x 10""  หนา 0.08/2 ด้าน เกรด A",,,BAG045,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_bag,กก.,กก.,,Real Time (automated),,,1,,
product.product_product_bag046,"ถุงพลาสติก HD 6"" x 11""  หนา 0.08/2 ด้าน เกรด A",,,BAG046,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_bag,กก.,กก.,,Real Time (automated),,,1,,
product.product_product_bag047,"ถุงพลาสติก HD 6"" x 18""  หนา 0.08 / 2 ด้าน เกรด A",,,BAG047,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_bag,กก.,กก.,,Real Time (automated),,,1,,
product.product_product_bag048,"ถุงพลาสติก HD 6"" x 8""    หนา 0.08/2 ด้าน เกรด A",,,BAG048,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_bag,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_bag049,"ถุงพลาสติก HD 7""  เกรด B",,,BAG049,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_bag,กก.,กก.,,Real Time (automated),,,1,,
product.product_product_bag050,"ถุงพลาสติก HD 7"" 1/2 x 13"" หนา 0.08/2 ด้าน เกรด A",,,BAG050,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_bag,กก.,กก.,,Real Time (automated),,,1,,
product.product_product_bag051,"ถุงพลาสติก HD 7"" x 11""  หนา 0.08/2 ด้าน เกรด A",,,BAG051,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_bag,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_bag052,"ถุงพลาสติก HD 8"" x  9""   หนา 0.08/2 ด้าน เกรด A",,,BAG052,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_bag,กก.,กก.,,Real Time (automated),,,1,,
product.product_product_bag053,"ถุงพลาสติก HD 8"" x 10""  หนา 0.08/2 ด้าน เกรด A",,,BAG053,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_bag,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_bag054,"ถุงพลาสติก HD 8"" x 20""  หนา 0.08/2 ด้าน เกรด A",,,BAG054,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_bag,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_bag055,"ถุงพลาสติก HD 9"" x 12""  หนา 0.08/2 ด้าน เกรด A",,,BAG055,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_bag,กก.,กก.,,Real Time (automated),,,1,,
product.product_product_bag056,"ถุงพลาสติก HD 9"" x 13""  หนา 0.08/2 ด้าน เกรด A",,,BAG056,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_bag,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_bag057,"ถุงพลาสติก PP  ม้วน 2"" x หนา 0.05 - 0.06/ คู่ (ไม่เอาแกน) เกรด A",,,BAG057,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_bag,กก.,กก.,,Real Time (automated),,,1,,
product.product_product_bag058,"ถุงพลาสติก PP  ม้วน 2"" หนา 0.06 มม.",,,BAG058,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_bag,กก.,กก.,,Real Time (automated),,,1,,
product.product_product_bag059,ถุงพลาสติกฟองอากาศ ขนาด 27 x 70 ซม.,,,BAG059,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_bag,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_box001,BOX D/C แผ่นกันกระแทก (750 x 440 มม.),,,BOX001,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_box,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_box002,"กล่อง DAT (มือสอง) (ก.13 1/2"" x ย.21"" x ส.12 1/2"")",,,BOX002,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_box,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_box003,กล่อง HV3  (ย.619 x ส.357 x ก.315 มม.),,,BOX003,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_box,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_box004,กล่องซันเฟด ตราพระอาทิตย์ (มือสอง),,,BOX004,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_box,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_box005,กล่องซีเกรส (มือสอง),,,BOX005,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_box,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_box006,กล่องบันได NO. 12  (ขนาด 366 x 220 x 260 มม.),,,BOX006,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_box,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_box007,กล่องบันได NO. 90  (ขนาด 411 x 265 x 314 มม.),,,BOX007,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_box,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_box008,กล่องบันได NO. 92  (ขนาด 442 x 232 x 300 มม.),,,BOX008,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_box,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_box009,"กล่องเบอร์ 4  (27.95"" x 21.46"" x 14.96"") ไม่มีสกรีน",,,BOX009,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_box,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_box010,"กล่องฝาเกย 12 MTB (ขนาด 28"" x 15 1/2"" x 14"") เกรด KI125/3M12",,,BOX010,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_box,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_box011,"กล่องฝาเกย 14 MTB (ขนาด 30 1/2"" x 18"" x 14"") เกรด KI125/3M12",,,BOX011,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_box,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_box012,"กล่องฝาเกย 16 MTB (ขนาด 35"" x 19"" x 14"") เกรด KI125/3M125/M1",,,BOX012,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_box,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_box013,"กล่องฝาเกย 20 BMX (ขนาด 48 1/2"" x 7"" x 21 1/2"")",,,BOX013,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_box,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_box014,"กล่องฝาเกย 20 MINI (ขนาด 45"" x 24 1/2"" x 9"") KI125/3",,,BOX014,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_box,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_box015,"กล่องฝาเกย 20 MTB (ขนาด 42"" x 23 3/4"" x 7"") เกรด KI125/3M125",,,BOX015,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_box,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_box016,"กล่องฝาเกย 24  MINI   (ขนาด 51 7/8"" x 27"" x 9"") เกรด KI125/3",,,BOX016,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_box,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_box017,"กล่องฝาเกย 24 MTB (ขนาด 48 1/2"" x 27 1/2"" x 7"") เกรด KI125/3",,,BOX017,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_box,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_box018,"กล่องฝาเกย 26 CLASSIC SPORT MEADOW (ขนาด 52"" x 9"" x 29"") เกร",,,BOX018,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_box,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_box019,"กล่องฝาเกย 26 MTB (ขนาด 55"" x 8"" x 25 3/4"")",,,BOX019,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_box,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_box020,"กล่องฝาเกย FREEDOM 20""  (ขนาด 7.5""  x 21"" x 48"")  เกรด KI125",,,BOX020,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_box,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_box021,"กล่องฝาเกย iLynx  PLUS 24"" (ขนาด 1612 x 270 x 865 มม.) เกรด",,,BOX021,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_box,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_box022,"กล่องฝาเกย iLynx 20""  (ขนาด 52"" x 27"" x 10"")  เกรด KI185/3M1",,,BOX022,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_box,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_box023,"กล่องฝาเกย iLynx 24""  (53"" x 9"" x 31"")",,,BOX023,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_box,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_box024,"กล่องฝาเกย LIGHT WAVE 24"" (ขนาด 51 1/2"" x 24 1/2"" x 8"")  เกร",,,BOX024,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_box,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_box025,"กล่องฝาเกย MEADOW CITY 24  (ขนาด 51 7/8"" x 9 1/2"" x 29"")",,,BOX025,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_box,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_box026,"กล่องฝาเกย MINI-2401 PHEASANT (ขนาด 51 7/8"" x 9"" x 29"") เกรด",,,BOX026,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_box,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_box027,"กล่องฝาเกย MOVE SMART 20""  (ขนาด 31"" x 12.50"" x 28"")  เกรด K",,,BOX027,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_box,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_box028,"กล่องฝาเกย POWER SHOT 26"" (ขนาด ก.8""  x ย.53"" x ส. 25 3/4"")",,,BOX028,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_box,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_box029,"กล่องฝาเกย POWER SHOT MTB 24  (ขนาด 53"" x 8"" x 25 3/4"")",,,BOX029,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_box,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_box030,"กล่องฝาเกย RJC  MINI 24  (ขนาด 51 7/8"" x 9"" x 29"")",,,BOX030,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_box,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_box031,"กล่องฝาเกยจักรยานสามล้อ รุ่นธรรมดา ไม่มีสกรีน (ขนาด ย.41"" x",,,BOX031,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_box,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_box032,"กล่องฝาเกยจักรยานสามล้อ รุ่นไฟฟ้า ไม่มีสกรีน (ขนาด ก.11 1/4""",,,BOX032,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_box,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_box033,กล่องฝาครอบ (ขนาด ก.112 x ย.270 x ส.153 มม.) เกรด KI125/M,,,BOX033,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_box,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_box034,กล่องฝาจีบ (มือสอง),,,BOX034,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_box,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_box035,"กล่องฝาชนใส่อะไหล่จักรยาน เฟสสัน (ขนาด 11"" x 9"" x 5 3/4"") เก",,,BOX035,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_box,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_box036,"กล่องเฟสสัน เบอร์ 4  (27.95"" x 21.46"" x 14.96"") สกรีน",,,BOX036,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_box,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_box037,กล่องเฟสสัน เบอร์ 5  (ย.717 x ส.347 x ก.373 มม.),,,BOX037,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_box,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_box038,กล่องมือสอง TUNTEX  (ก.445 x ย.660 x ส.290 มม.),,,BOX038,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_box,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_box039,กล่องรุ่นหัวคน (มือสอง),,,BOX039,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_box,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_box040,"กล่องวงล้อ 12"" x 1.75",,,BOX040,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_box,ใบ,ใบ,,Real Time (automated),,,1,,
product.product_product_box041,"กล่องวงล้อ 14"" x 1.75",,,BOX041,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_box,ใบ,ใบ,,Real Time (automated),,,1,,
