id,name,description_sale,description_purchase,default_code,sale_ok,purchase_ok,type,procure_method,supply_method,list_price,cost_method,standard_price,categ_id/id,uom_id,uom_po_id,description,valuation,uos_id,uos_coeff,standard_price,list_price,qty_available
product.product_product_pip013,"แป๊ปกลม 1 1/4""x0.8x5.8M.",,,PIP013,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,3.5416,1,,
product.product_product_pip014,"แป๊ปกลม 1 1/4""x0.8x6 M.",,,PIP014,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,3.6637,1,,
product.product_product_pip015,"แป๊ปกลม 1 1/4""x0.95x6 M.",,,PIP015,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,4.3296,1,,
product.product_product_pip016,"แป๊ปกลม 1 1/4""x0.9x6 M.",,,PIP016,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,4.1084,1,,
product.product_product_pip017,"แป๊ปกลม 1 1/4""x1.0x6 M.",,,PIP017,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,4.55,1,,
product.product_product_pip018,"แป๊ปกลม 1 1/4""x1.15x6 M.",,,PIP018,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,5.207,1,,
product.product_product_pip019,"แป๊ปกลม 1 1/4""x1.1x6 M.",,,PIP019,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,4.9888,1,,
product.product_product_pip020,"แป๊ปกลม 1 1/4""x1.2x6 M.",,,PIP020,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,5.4245,1,,
product.product_product_pip021,"แป๊ปกลม 1 1/4""x1.5x6 M.",,,PIP021,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,6.7141,1,,
product.product_product_pip022,"แป๊ปกลม 1 1/4""x1.6x6 M.",,,PIP022,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,7.138,1,,
product.product_product_pip023,"แป๊ปกลม 1 1/8""x0.85x6 M.",,,PIP023,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,3.4871,1,,
product.product_product_pip024,"แป๊ปกลม 1 1/8""x0.95x6 M.",,,PIP024,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,3.8833,1,,
product.product_product_pip025,"แป๊ปกลม 1 1/8""x0.9x6 M.",,,PIP025,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,3.6855,1,,
product.product_product_pip026,"แป๊ปกลม 1 1/8""x1.0x5.86 M.",,,PIP026,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,3.985,1,,
product.product_product_pip027,"แป๊ปกลม 1 1/8""x1.0x6 M.",,,PIP027,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,4.0802,1,,
product.product_product_pip028,"แป๊ปกลม 1 1/8""x1.15x6 M.",,,PIP028,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,4.6668,1,,
product.product_product_pip029,"แป๊ปกลม 1 1/8""x1.1x6 M.",,,PIP029,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,4.472,1,,
product.product_product_pip030,"แป๊ปกลม 1 1/8""x1.2x6 M.",,,PIP030,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,4.8608,1,,
product.product_product_pip031,"แป๊ปกลม 1 3/4""x0.8x6 M.",,,PIP031,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,5.1671,1,,
product.product_product_pip032,"แป๊ปกลม 1 3/4""x0.9x6 M.",,,PIP032,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,5.7996,1,,
product.product_product_pip033,"แป๊ปกลม 1 3/4""x1.4x6 M.",,,PIP033,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,8.9181,1,,
product.product_product_pip034,"แป๊ปกลม 1 3/4""x1.5x6 M.",,,PIP034,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,9.5329,1,,
product.product_product_pip035,"แป๊ปกลม 1 3/8""x0.85x6 M.",,,PIP035,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,4.2857,1,,
product.product_product_pip036,"แป๊ปกลม 1 3/8""x0.88x6 M.",,,PIP036,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,4.4331,1,,
product.product_product_pip037,"แป๊ปกลม 1 3/8""x0.8x6 M.",,,PIP037,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,4.0396,1,,
product.product_product_pip038,"แป๊ปกลม 1 3/8""x0.9x6 M.",,,PIP038,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,4.5312,1,,
product.product_product_pip039,"แป๊ปกลม 1 3/8""x1.5x6 M.",,,PIP039,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,7.4188,1,,
product.product_product_pip040,"แป๊ปกลม 1 5/8""x1.95x6 M.",,,PIP040,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,11.3468,1,,
product.product_product_pip041,"แป๊ปกลม 1 5/8""x1.9x6 M.",,,PIP041,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,11.0699,1,,
product.product_product_pip042,"แป๊ปกลม 1 5/8""x2.0x6 M.",,,PIP042,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,11.623,1,,
product.product_product_pip043,"แป๊ปกลม 1""x0.45x6 M.",,,PIP043,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,1.6613,1,,
product.product_product_pip044,"แป๊ปกลม 1""x0.65x6 M.",,,PIP044,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,2.3805,1,,
product.product_product_pip045,"แป๊ปกลม 1""x0.85x6 M.",,,PIP045,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,3.0877,1,,
product.product_product_pip046,"แป๊ปกลม 1""x0.8x6 M.",,,PIP046,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,2.912,1,,
product.product_product_pip047,"แป๊ปกลม 1""x0.95x6 M.",,,PIP047,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,3.437,1,,
product.product_product_pip048,"แป๊ปกลม 1""x0.9x6 M.",,,PIP048,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,3.2627,1,,
product.product_product_pip049,"แป๊ปกลม 1""x1.0x6 M.",,,PIP049,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,3.6104,1,,
product.product_product_pip050,"แป๊ปกลม 1""x1.0x6.20 M.",,,PIP050,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,3.7308,1,,
product.product_product_pip053,"แป๊ปกลม 1""x1.2x4.8 M.",,,PIP053,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,3.4376,1,,
product.product_product_pip054,"แป๊ปกลม 1""x1.2x5 M.",,,PIP054,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,3.5809,1,,
product.product_product_pip055,"แป๊ปกลม 1""x1.2x6 M.",,,PIP055,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,4.297,1,,
product.product_product_pip056,"แป๊ปกลม 1""x1.4x5.2 M.",,,PIP056,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,4.3089,1,,
product.product_product_pip057,"แป๊ปกลม 1""x1.4x6 M.",,,PIP057,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,4.9718,1,,
product.product_product_pip058,"แป๊ปกลม 1""x1.5x6 M.",,,PIP058,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,5.3047,1,,
product.product_product_pip059,"แป๊ปกลม 1/2""x1.0x6 M.",,,PIP059,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,1.7312,1,,
product.product_product_pip060,"แป๊ปกลม 1/2""x1.15x6 M.",,,PIP060,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,1.9654,1,,
product.product_product_pip061,"แป๊ปกลม 1/2""x1.1x4.8 M.",,,PIP061,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,1.5105,1,,
product.product_product_pip062,"แป๊ปกลม 1/2""x1.1x6 M.",,,PIP062,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,1.8881,1,,
product.product_product_pip063,"แป๊ปกลม 1/2""x1.2x6 M.",,,PIP063,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,2.042,1,,
product.product_product_pip064,"แป๊ปกลม 1/2""x1.4x6 M.",,,PIP064,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,2.3409,1,,
product.product_product_pip065,"แป๊ปกลม 2 1/8""x1.8x6 M.",,,PIP065,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,13.8965,1,,
product.product_product_pip066,"แป๊ปกลม 2 1/8""x1.9x6 M.",,,PIP066,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,14.6404,1,,
product.product_product_pip067,"แป๊ปกลม 2""x0.75x6 M.",,,PIP067,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,5.5544,1,,
product.product_product_pip068,"แป๊ปกลม 2""x0.85x6 M.",,,PIP068,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,6.2824,1,,
product.product_product_pip069,"แป๊ปกลม 2""x0.8x6 M.",,,PIP069,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,5.9188,1,,
product.product_product_pip070,"แป๊ปกลม 2""x0.95x6 M.",,,PIP070,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,7.0074,1,,
product.product_product_pip071,"แป๊ปกลม 2""x0.9x6 M.",,,PIP071,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,6.6453,1,,
product.product_product_pip072,"แป๊ปกลม 2""x1.0x6 M.",,,PIP072,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,7.3689,1,,
product.product_product_pip073,"แป๊ปกลม 2""x1.1x6 M.",,,PIP073,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,8.0895,1,,
product.product_product_pip074,"แป๊ปกลม 2""x1.2x6 M.",,,PIP074,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,8.8071,1,,
product.product_product_pip075,"แป๊ปกลม 2""x1.4x5,750 MM.",,,PIP075,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,9.8071,1,,
product.product_product_pip076,"แป๊ปกลม 2""x1.4x6 M.",,,PIP076,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,10.2335,1,,
product.product_product_pip077,แป๊ปกลม 21.9x1.1x6 M.,,,PIP077,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,3.3855,1,,
product.product_product_pip078,แป๊ปกลม 22x1.1x6 M.,,,PIP078,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,3.4018,1,,
product.product_product_pip079,แป๊ปกลม 22x1.2x6 M.,,,PIP079,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,3.6933,1,,
product.product_product_pip080,"แป๊ปกลม 3/4""x0.75x6 M.",,,PIP080,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,2.0309,1,,
product.product_product_pip081,"แป๊ปกลม 3/4""x0.8x6 M.",,,PIP081,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,2.1603,1,,
product.product_product_pip082,"แป๊ปกลม 3/4""x0.9x6 M.",,,PIP082,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,2.4171,1,,
product.product_product_pip083,"แป๊ปกลม 3/4""x1.0x6 M.",,,PIP083,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,2.6708,1,,
product.product_product_pip084,"แป๊ปกลม 3/4""x1.0x6.10 M.",,,PIP084,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,2.7154,1,,
product.product_product_pip085,"แป๊ปกลม 3/4""x1.0x6.40 M.",,,PIP085,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,2.8489,1,,
product.product_product_pip086,"แป๊ปกลม 3/4""x1.15x6 M.",,,PIP086,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,3.0459,1,,
product.product_product_pip087,"แป๊ปกลม 3/4""x1.1x6 M.",,,PIP087,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,2.9216,1,,
product.product_product_pip088,"แป๊ปกลม 3/4""x1.2x6 M.",,,PIP088,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,3.1695,1,,
product.product_product_pip089,แป๊ปกลม 32.8x1.5x6 M.,,,PIP089,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,6.9471,1,,
product.product_product_pip090,แป๊ปกลม 32.95x1.5x6 M.,,,PIP090,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,6.9804,1,,
product.product_product_pip091,แป๊ปกลม 32.9x1.5x6 M.,,,PIP091,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,6.9693,1,,
product.product_product_pip092,แป๊ปกลม 33x1.5x6 M.,,,PIP092,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,6.9915,1,,
product.product_product_pip093,แป๊ปกลม 33x1.6x6 M.,,,PIP093,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,7.434,1,,
product.product_product_pip094,แป๊ปกลม 40x3.0x6 M.,,,PIP094,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,16.4246,1,,
product.product_product_pip095,แป๊ปกลม 46.5x1.8x6 M.,,,PIP095,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,11.9056,1,,
product.product_product_pip098,"แป๊ปกลม 5/8""x0.75x6 M.",,,PIP098,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,1.6785,1,,
product.product_product_pip099,"แป๊ปกลม 5/8""x0.7x5.80 M.",,,PIP099,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,1.5194,1,,
product.product_product_pip100,"แป๊ปกลม 5/8""x0.7x6 M.",,,PIP100,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,1.5718,1,,
product.product_product_pip101,"แป๊ปกลม 5/8""x0.85x6 M.",,,PIP101,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,1.8897,1,,
product.product_product_pip102,"แป๊ปกลม 5/8""x0.8x6 M.",,,PIP102,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,1.7845,1,,
product.product_product_pip103,"แป๊ปกลม 5/8""x0.9x6 M.",,,PIP103,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,1.9943,1,,
product.product_product_pip104,"แป๊ปกลม 5/8""x1.0x6 M.",,,PIP104,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,2.201,1,,
product.product_product_pip105,"แป๊ปกลม 5/8""x1.1x6 M.",,,PIP105,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,2.4049,1,,
product.product_product_pip106,"แป๊ปกลม 5/8""x1.2x6 M.",,,PIP106,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,2.6057,1,,
product.product_product_pip107,"แป๊ปกลม 5/8""x1.5x6 M.",,,PIP107,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,4.6,1,,
product.product_product_pip108,"แป๊ปกลม 7/8""x0.85x6 M.",,,PIP108,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,2.6884,1,,
product.product_product_pip109,"แป๊ปกลม 7/8""x0.95x6 M.",,,PIP109,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,2.9906,1,,
product.product_product_pip110,"แป๊ปกลม 7/8""x0.9x6 M.",,,PIP110,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,2.8399,1,,
product.product_product_pip111,"แป๊ปกลม 7/8""x1.0x6 M.",,,PIP111,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,3.1406,1,,
product.product_product_pip112,"แป๊ปกลม 7/8""x1.1x6 M.",,,PIP112,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,3.4384,1,,
product.product_product_pip113,"แป๊ปกลม 7/8""x1.1x6.50 M.",,,PIP113,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,3.725,1,,
product.product_product_pip114,"แป๊ปกลม 7/8""x1.2x6 M.",,,PIP114,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,3.7333,1,,
product.product_product_pip115,"แป๊ปกลม 7/8""x1.4x6 M.",,,PIP115,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,4.314,1,,
product.product_product_pip116,"แป๊ปกลม 7/8""x1.5x6 M.",,,PIP116,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,4.6,1,,
product.product_product_pip097,"แป๊ปกลม 5/16""x0.9x6 M.",,,PIP097,FALSE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,product_cat_pipe,เส้น,เส้น,,Real Time (automated),กก.,0.9372,1,,
