sorting,id,account_id,reference,comment,date_due,date_invoice,invoice_line/sequence,invoice_line/account_id,invoice_line/name,invoice_line/product_id,invoice_line/quantity,invoice_line/price_unit,invoice_line/invoice_line_tax_id,invoice_line/uos_id,partner_id
1001,account_invoice_1008451,11310 ลูกหนี้การค้าในประเทศ,965-48214,,2013-01-02,2013-01-02,10,41100 รายได้จากการขายสินค้า,"จักรยาน MEADOW MTB รุ่น SUPER STORM 24"" A-FRAME สีเหลือง",MSA24Y,1,1800,,คัน,"ราชาวิศวกรรมจักรกล, หจก."
1002,account_invoice_1008452,11310 ลูกหนี้การค้าในประเทศ,965-48215,,2013-01-02,2013-01-02,10,41100 รายได้จากการขายสินค้า,"จักรยาน MEADOW MTB รุ่น MONSTER 20"" MY10 สีแดง",MMS20R,1,2790,,คัน,เฮง เฮง จักรยาน
1003,account_invoice_1008452,11310 ลูกหนี้การค้าในประเทศ,965-48215,,2013-01-02,2013-01-02,20,41100 รายได้จากการขายสินค้า,"จักรยาน MEADOW MTB รุ่น MONSTER 20"" MY10 สีทอง",MMS20GD,1,2790,,คัน,เฮง เฮง จักรยาน
1004,account_invoice_1008452,11310 ลูกหนี้การค้าในประเทศ,965-48215,,2013-01-02,2013-01-02,30,41100 รายได้จากการขายสินค้า,"จักรยาน MEADOW CITY รุ่น CITY SLEEK 24"" สีดำ",MCS24K,1,1800,,คัน,เฮง เฮง จักรยาน
1005,account_invoice_1008452,11310 ลูกหนี้การค้าในประเทศ,965-48215,,2013-01-02,2013-01-02,40,41100 รายได้จากการขายสินค้า,"จักรยาน MEADOW CITY รุ่น CITY SLEEK 24"" สีชมพู",MCS24P,1,1800,,คัน,เฮง เฮง จักรยาน
1006,account_invoice_1008452,11310 ลูกหนี้การค้าในประเทศ,965-48215,,2013-01-02,2013-01-02,50,41100 รายได้จากการขายสินค้า,"จักรยาน MEADOW MTB รุ่น POWERSHOT 26"" MY13 สีเทา",MPS26G13,1,3490,,คัน,เฮง เฮง จักรยาน
1007,account_invoice_1008452,11310 ลูกหนี้การค้าในประเทศ,965-48215,,2013-01-02,2013-01-02,60,41100 รายได้จากการขายสินค้า,"จักรยาน MEADOW CITY รุ่น CITY LYNX 24"" สีดำ",MCL24K,1,1900,,คัน,เฮง เฮง จักรยาน
1008,account_invoice_1008452,11310 ลูกหนี้การค้าในประเทศ,965-48215,,2013-01-02,2013-01-02,70,41100 รายได้จากการขายสินค้า,"จักรยาน MEADOW CITY รุ่น CITY LYNX 24"" สีชมพู",MCL24P,1,1900,,คัน,เฮง เฮง จักรยาน
1009,account_invoice_1008452,11310 ลูกหนี้การค้าในประเทศ,965-48215,,2013-01-02,2013-01-02,80,41100 รายได้จากการขายสินค้า,"จักรยานเด็ก MEADOW รุ่น INAZUMA11 ขนาด 14"" สีแดง",MIZ14R,1,1530,,คัน,เฮง เฮง จักรยาน
1010,account_invoice_1008452,11310 ลูกหนี้การค้าในประเทศ,965-48215,,2013-01-02,2013-01-02,90,41100 รายได้จากการขายสินค้า,"จักรยาน MEADOW MTB รุ่น MAXIMA 20"" MY12 สีแดง",MMX20R,1,2580,,คัน,เฮง เฮง จักรยาน
1011,account_invoice_1008452,11310 ลูกหนี้การค้าในประเทศ,965-48215,,2013-01-02,2013-01-02,100,41100 รายได้จากการขายสินค้า,"จักรยาน MEADOW FOLDING รุ่น MOVE LITE 20"" MY11 สีแดง",MML20R,1,4000,,คัน,เฮง เฮง จักรยาน
1012,account_invoice_1008452,11310 ลูกหนี้การค้าในประเทศ,965-48215,,2013-01-02,2013-01-02,110,41100 รายได้จากการขายสินค้า,"ยางใน DURO 20"" AV, OEM PACKING",TUB010,30,35,,เส้น,เฮง เฮง จักรยาน
1013,account_invoice_1008452,11310 ลูกหนี้การค้าในประเทศ,965-48215,,2013-01-02,2013-01-02,120,41100 รายได้จากการขายสินค้า,"ยางใน DURO 24"" x 1.75 AV, OEM PACKING",TUB014,20,37,,เส้น,เฮง เฮง จักรยาน
1014,account_invoice_1008454,11310 ลูกหนี้การค้าในประเทศ,965-48216,,2013-01-03,2013-01-03,10,41100 รายได้จากการขายสินค้า,"ชุดใหญ่ 20""MTB-RJC กลญ. แคนดี้คละสี  *ตัวถัง, ตะเกียบ, แฮนด์ปีกนก+คอ, ปลอกมือ, อานดำ, บังโคลนเหล็ก+ขา, บันได, ขาตั้ง, วงล้อ, ชุดขาจานเลื้อยED 5.1/2 + ชุดถ้วย + ใบจาน 44T, บังจาน 5 รู 44T.",OEM074,100,530,,ชุด,แสงเจริญ
1015,account_invoice_1008455,11310 ลูกหนี้การค้าในประเทศ,965-48217,,2013-01-03,2013-01-03,10,41100 รายได้จากการขายสินค้า,"ชุดใหญ่ 24""MTB-RJC กลญ. แคนดี้คละสี  *ตัวถัง, ตะเกียบ, แฮนด์ปีกนก+คอ, ปลอกมือ, อานดำ, บังโคลนเหล็ก+ขา, บันได, ขาตั้ง, วงล้อ, ชุดขาจานเลื้อยED 6.1/2 + ชุดถ้วย + ใบจาน 44T, บังจาน 5 รู 44T.",OEM099,20,560,,ชุด,พูนสินจักรยาน
1016,account_invoice_1008455,11310 ลูกหนี้การค้าในประเทศ,965-48217,,2013-01-03,2013-01-03,20,41100 รายได้จากการขายสินค้า,"ชุดใหญ่ 24""MTB-RJC กลญ. แคนดี้คละสี  *ตัวถัง, ตะเกียบ, แฮนด์ปีกนก+คอ, ปลอกมือ, อานดำ, บังโคลนเหล็ก+ขา, บันได, ขาตั้ง, วงล้อ, ชุดขาจานเลื้อยED 6.1/2 + ชุดถ้วย + ใบจาน 44T, บังจาน 5 รู 44T.",OEM099,10,560,,ชุด,พูนสินจักรยาน
1017,account_invoice_1008456,11310 ลูกหนี้การค้าในประเทศ,965-48218,,2013-01-03,2013-01-03,10,41100 รายได้จากการขายสินค้า,โซ่ 96 ข้อ,CHN007,500,19.5,,เส้น,เอกชัยจักรยาน
1018,account_invoice_1008456,11310 ลูกหนี้การค้าในประเทศ,965-48218,,2013-01-03,2013-01-03,20,41100 รายได้จากการขายสินค้า,ชุดแฮนด์ MINI 20-24 สีบรอนซ์ พร้อมคอห่านสีบรอนซ์,KIT_HAND_MINI_24B,100,67,,ชุด,เอกชัยจักรยาน
1019,account_invoice_1008456,11310 ลูกหนี้การค้าในประเทศ,965-48218,,2013-01-03,2013-01-03,30,41100 รายได้จากการขายสินค้า,"ยางนอกจีน 24 x 1.75, A-009 (MINI)",TYR020,320,48,,เส้น,เอกชัยจักรยาน
1020,account_invoice_1008456,11310 ลูกหนี้การค้าในประเทศ,965-48218,,2013-01-03,2013-01-03,40,41100 รายได้จากการขายสินค้า,"จักรยาน MEADOW FREESTYLE รุ่น FUSION 20"" MY11 สีดำ",MFS20K,10,2231,,คัน,เอกชัยจักรยาน
1021,account_invoice_1008457,11310 ลูกหนี้การค้าในประเทศ,965-48219,,2013-01-03,2013-01-03,10,41100 รายได้จากการขายสินค้า,"จักรยาน MEADOW MTB ALLOY รุ่น ULTIMATE ขนาด 26"" V2 สีดำ (YS728)",MUL26KV2,1,4500,,คัน,Walk-in Customers
1022,account_invoice_1008458,11310 ลูกหนี้การค้าในประเทศ,965-48220,,2013-01-03,2013-01-03,10,41100 รายได้จากการขายสินค้า,"SKD จักรยาน MTB รุ่น RJC 20"" สีน้ำเงิน",RJC20B,1,1100,,คัน,Walk-in Customers
1023,account_invoice_1008459,11310 ลูกหนี้การค้าในประเทศ,965-48221,,2013-01-03,2013-01-03,10,41100 รายได้จากการขายสินค้า,"SKD จักรยาน SWALLOW รุ่น CRUISER 24"" สีแดง",WCR24R,1,1500,,คัน,Walk-in Customers
1024,account_invoice_1008459,11310 ลูกหนี้การค้าในประเทศ,965-48221,,2013-01-03,2013-01-03,20,41100 รายได้จากการขายสินค้า,"SKD จักรยาน SWALLOW รุ่น CRUISER 24"" สีฟ้า",WCR24SB,1,1500,,คัน,Walk-in Customers
1025,account_invoice_1008460,11310 ลูกหนี้การค้าในประเทศ,965-48222,,2013-01-03,2013-01-03,10,41100 รายได้จากการขายสินค้า,"จักรยาน MEADOW MTB รุ่น STORM 24"" สีชมพู",MST24P,10,1500,,คัน,Walk-in Customers
1026,account_invoice_1008461,11310 ลูกหนี้การค้าในประเทศ,965-48223,,2013-01-03,2013-01-03,10,41100 รายได้จากการขายสินค้า,บันได 12  หัวใหญ่ ดำ,PDL003,500,18,,คู่,แสงจันทร์
1027,account_invoice_1008461,11310 ลูกหนี้การค้าในประเทศ,965-48223,,2013-01-03,2013-01-03,20,41100 รายได้จากการขายสินค้า,บันได 94  หัวใหญ่ ดำ,PDL018,1000,19.5,,คู่,แสงจันทร์
1028,account_invoice_1008461,11310 ลูกหนี้การค้าในประเทศ,965-48223,,2013-01-03,2013-01-03,30,41100 รายได้จากการขายสินค้า,"ชุดเล็ก 16"" MTB กลล. - คละสี ** ตัวถัง, ตะเกียบ, บังโคลนหล็ก + ขา, บังโซ่ (มีอัดแกน + ถ้วยคอ)",OEM-S-MTB-16S,80,250,,ชุด,แสงจันทร์
1029,account_invoice_1008461,11310 ลูกหนี้การค้าในประเทศ,965-48223,,2013-01-03,2013-01-03,40,41100 รายได้จากการขายสินค้า,"ชุดใหญ่ 24""MTB-RJC กลญ. แคนดี้คละสี  *ตัวถัง, ตะเกียบ, แฮนด์ปีกนก+คอ, ปลอกมือ, อานดำ, บังโคลนเหล็ก+ขา, บันได, ขาตั้ง, วงล้อ, ชุดขาจานเลื้อยED 6.1/2 + ชุดถ้วย + ใบจาน 44T, บังจาน 5 รู 44T.",OEM099,50,545,,ชุด,แสงจันทร์
1030,account_invoice_1008461,11310 ลูกหนี้การค้าในประเทศ,965-48223,,2013-01-03,2013-01-03,50,41100 รายได้จากการขายสินค้า,บันได 90  หัวเล็ก ดำ,PDL005,500,19.5,,คู่,แสงจันทร์
1031,account_invoice_1008461,11310 ลูกหนี้การค้าในประเทศ,965-48223,,2013-01-03,2013-01-03,60,41100 รายได้จากการขายสินค้า,"วงล้อเหล็ก 24"" ชบโครเมี่ยม #TJSR",RIM036,100,82,,คู่,แสงจันทร์
1032,account_invoice_1008461,11310 ลูกหนี้การค้าในประเทศ,965-48223,,2013-01-03,2013-01-03,70,41100 รายได้จากการขายสินค้า,ขาตั้ง BMX 16 ชุบซิงค์,KST002,20,150,,โหล,แสงจันทร์
1033,account_invoice_1008462,11310 ลูกหนี้การค้าในประเทศ,965-48224,,2013-01-04,2013-01-04,10,41100 รายได้จากการขายสินค้า,"จักรยาน MEADOW MTB รุ่น POWERSHOT 24"" MY13 สีเหลือง",MPS24Y13,1,4790,,คัน,Walk-in Customers
1034,account_invoice_1008462,11310 ลูกหนี้การค้าในประเทศ,965-48224,,2013-01-04,2013-01-04,20,41100 รายได้จากการขายสินค้า,"จักรยาน MEADOW CITY รุ่น CITY LYNX 24"" สีแดง",MCL24R,2,2790,,คัน,Walk-in Customers
1035,account_invoice_1008462,11310 ลูกหนี้การค้าในประเทศ,965-48224,,2013-01-04,2013-01-04,30,41100 รายได้จากการขายสินค้า,"จักรยานสามล้อ MEADOW รุ่น CITY LYNX 20"" 3W สีบรอนซ์",MC320S,6,6900,,คัน,Walk-in Customers
1036,account_invoice_1008463,11310 ลูกหนี้การค้าในประเทศ,965-48225,,2013-01-04,2013-01-04,10,41100 รายได้จากการขายสินค้า,"SKD จักรยาน MTB รุ่น RJC 24"" สีน้ำเงิน",RJC24B,3,1200,,คัน,Walk-in Customers
1037,account_invoice_1008464,11310 ลูกหนี้การค้าในประเทศ,965-48226,,2013-01-04,2013-01-04,10,41100 รายได้จากการขายสินค้า,กล่องควบคุมมอเตอร์ 250W 36V KZQW22A,ELC021,7,1050,,อัน,"ชัยชนะ ออโต้ไบท์, หจก."
1038,account_invoice_1008464,11310 ลูกหนี้การค้าในประเทศ,965-48226,,2013-01-04,2013-01-04,20,41100 รายได้จากการขายสินค้า,กล่องควบคุมมอเตอร์ 250W 36V KZQW22A,ELC021,2,1050,,อัน,"ชัยชนะ ออโต้ไบท์, หจก."
1039,account_invoice_1008464,11310 ลูกหนี้การค้าในประเทศ,965-48226,,2013-01-04,2013-01-04,30,41100 รายได้จากการขายสินค้า,ไฟหน้าพร้อมกุญแจสตาร์ท พร้อมแตรไฟฟ้าในตัว V22,ELC024,6,420,,อัน,"ชัยชนะ ออโต้ไบท์, หจก."
1040,account_invoice_1008465,11310 ลูกหนี้การค้าในประเทศ,965-48227,,2013-01-04,2013-01-04,10,41100 รายได้จากการขายสินค้า,ลูกล้อพ่วงซาลาเปา เหลือง,TWL001,50,16,,คู่,ต.ตงเซ้ง
1041,account_invoice_1008465,11310 ลูกหนี้การค้าในประเทศ,965-48227,,2013-01-04,2013-01-04,20,41100 รายได้จากการขายสินค้า,"ชุดใหญ่ 20""MTB-RJC กลญ. แคนดี้คละสี  *ตัวถัง, ตะเกียบ, แฮนด์ปีกนก+คอ, ปลอกมือ, อานดำ, บังโคลนเหล็ก+ขา, บันได, ขาตั้ง, วงล้อ, ชุดขาจานเลื้อยED 5.1/2 + ชุดถ้วย + ใบจาน 44T, บังจาน 5 รู 44T.",OEM074,50,530,,ชุด,ต.ตงเซ้ง
1042,account_invoice_1008465,11310 ลูกหนี้การค้าในประเทศ,965-48227,,2013-01-04,2013-01-04,30,41100 รายได้จากการขายสินค้า,"บังโคลนเหล็ก MTB 24"" สีดำ (หน้า-หลัง) พร้อมขาดำ (328+328) และปะกับ",KIT_MUDGUARD_MTB_328K,50,58,,ชุด,ต.ตงเซ้ง
1043,account_invoice_1008465,11310 ลูกหนี้การค้าในประเทศ,965-48227,,2013-01-04,2013-01-04,40,41100 รายได้จากการขายสินค้า,"วงล้อเหล็ก 12"" สีแดง HB-2A",RIM005,20,40,,คู่,ต.ตงเซ้ง
1044,account_invoice_1008465,11310 ลูกหนี้การค้าในประเทศ,965-48227,,2013-01-04,2013-01-04,50,41100 รายได้จากการขายสินค้า,"วงล้อเหล็ก 12"" สีน้ำเงิน HB-2A",RIM008,20,40,,คู่,ต.ตงเซ้ง
1045,account_invoice_1008465,11310 ลูกหนี้การค้าในประเทศ,965-48227,,2013-01-04,2013-01-04,60,41100 รายได้จากการขายสินค้า,บันได 94  หัวใหญ่ ดำ,PDL018,500,20,,คู่,ต.ตงเซ้ง
1046,account_invoice_1008465,11310 ลูกหนี้การค้าในประเทศ,965-48227,,2013-01-04,2013-01-04,70,41100 รายได้จากการขายสินค้า,บันได 93  หัวใหญ่ ดำ,PDL016,500,20,,คู่,ต.ตงเซ้ง
1047,account_invoice_1008465,11310 ลูกหนี้การค้าในประเทศ,965-48227,,2013-01-04,2013-01-04,80,41100 รายได้จากการขายสินค้า,บันได 94  หัวเล็ก ดำ,PDL017,500,20,,คู่,ต.ตงเซ้ง
1048,account_invoice_1008465,11310 ลูกหนี้การค้าในประเทศ,965-48227,,2013-01-04,2013-01-04,90,41100 รายได้จากการขายสินค้า,บันได 93  หัวเล็ก ดำ,PDL014,500,20,,คู่,ต.ตงเซ้ง
1049,account_invoice_1008465,11310 ลูกหนี้การค้าในประเทศ,965-48227,,2013-01-04,2013-01-04,100,41100 รายได้จากการขายสินค้า,"ตะแกรงท้าย 20""  MTB ชุบดำ",RCR010,100,45,,อัน,ต.ตงเซ้ง
1050,account_invoice_1008466,11310 ลูกหนี้การค้าในประเทศ,965-48228,,2013-01-04,2013-01-04,10,41100 รายได้จากการขายสินค้า,"ซี่ลวดเหล็ก 14G*191มม. (20"") ชุบซิงค์ พร้อมหัวซี่ลวดขึ้นมือ",SPK024,120,55,,กุรุส,ต.ตงเซ้ง
1051,account_invoice_1008466,11310 ลูกหนี้การค้าในประเทศ,965-48228,,2013-01-04,2013-01-04,20,41100 รายได้จากการขายสินค้า,"ตะแกรงท้าย 20""  MTB ชุบดำ",RCR010,100,45,,อัน,ต.ตงเซ้ง
1052,account_invoice_1008466,11310 ลูกหนี้การค้าในประเทศ,965-48228,,2013-01-04,2013-01-04,30,41100 รายได้จากการขายสินค้า,"ตะแกรงท้าย 16""  MTB สีแดง",RCR008,30,37,,อัน,ต.ตงเซ้ง
1053,account_invoice_1008466,11310 ลูกหนี้การค้าในประเทศ,965-48228,,2013-01-04,2013-01-04,40,41100 รายได้จากการขายสินค้า,"ตะแกรงท้าย 16""  MTB สีฟ้า",RCR009,30,37,,อัน,ต.ตงเซ้ง
1054,account_invoice_1008466,11310 ลูกหนี้การค้าในประเทศ,965-48228,,2013-01-04,2013-01-04,50,41100 รายได้จากการขายสินค้า,"ตะแกรงท้าย 16""  MTB สีชมพู",RCR007,40,37,,อัน,ต.ตงเซ้ง
1055,account_invoice_1008467,11310 ลูกหนี้การค้าในประเทศ,965-48229,,2013-01-04,2013-01-04,10,41100 รายได้จากการขายสินค้า,"ชุดใหญ่ 24""MINI-Y-Eagle กลญ. มุกคละสี ** ตัวถัง, ตะเกียบ, ถุงอะไหล่, บังโคลน, บังโซ่นกหวีด, บังล้อสี, แฮนด์ + คอห่าน ชุบ, บันได, วงล้อเหล็ก, พักเท้า, ขาเบาะ, ขาตะกร้า, ชุดขาจานเลื้อยED6.1/2 + ชุดถ้วย 7 ชิ้น + ใบจาน44T **",OEM_YEAGLE_24_X,100,720,,ชุด,เอกชัยจักรยาน
1056,account_invoice_1008467,11310 ลูกหนี้การค้าในประเทศ,965-48229,,2013-01-04,2013-01-04,20,41100 รายได้จากการขายสินค้า,"ซี่ลวดเหล็ก 14G*242มม. (24"") ชุบซิงค์ พร้อมหัวซี่ลวดขึ้นมือ",SPK028,100,57,,กุรุส,เอกชัยจักรยาน
1057,account_invoice_1008467,11310 ลูกหนี้การค้าในประเทศ,965-48229,,2013-01-04,2013-01-04,30,41100 รายได้จากการขายสินค้า,ชุดดุมเหล็ก หน้า/หลัง 16 รู #14 ชุบซิงค์,KIT_HUB_1614U,50,33,,คู่,เอกชัยจักรยาน
1058,account_invoice_1008467,11310 ลูกหนี้การค้าในประเทศ,965-48229,,2013-01-04,2013-01-04,40,41100 รายได้จากการขายสินค้า,"ขาตั้งคู่ 20"" ชุบดำ #TJSR",KST008,90,43,,อัน,เอกชัยจักรยาน
1059,account_invoice_1008467,11310 ลูกหนี้การค้าในประเทศ,965-48229,,2013-01-04,2013-01-04,50,41100 รายได้จากการขายสินค้า,"ขาตั้งคู่ 24"" ชุบดำ #TJSR",KST010,90,43,,อัน,เอกชัยจักรยาน
1060,account_invoice_1008467,11310 ลูกหนี้การค้าในประเทศ,965-48229,,2013-01-04,2013-01-04,70,41100 รายได้จากการขายสินค้า,"หลักอาน 15"" ตรง ชุบโครเมี่ยม",SPT003,20,23,,อัน,เอกชัยจักรยาน
1061,account_invoice_1008467,11310 ลูกหนี้การค้าในประเทศ,965-48229,,2013-01-04,2013-01-04,80,41100 รายได้จากการขายสินค้า,"วงล้ออัลลอย 20""*14G*28H, 6N #TJSR",RIM046,100,90,,คู่,เอกชัยจักรยาน
1062,account_invoice_1008487,11310 ลูกหนี้การค้าในประเทศ,965-48230,,2013-01-04,2013-01-04,10,41100 รายได้จากการขายสินค้า,"ชุดเล็ก 16"" MTB กลล. - คละสี ** ตัวถัง, ตะเกียบ, บังโคลนหล็ก + ขา, บังโซ่ (มีอัดแกน + ถ้วยคอ)",OEM-S-MTB-16S,100,280,,ชุด,ไพโอเนียร์ไซเคิล (เอ.วี)
1063,account_invoice_1008487,11310 ลูกหนี้การค้าในประเทศ,965-48230,,2013-01-04,2013-01-04,20,41100 รายได้จากการขายสินค้า,ใบจานโซ่ 40T ใบพัด ชุบดำ,CWL003,100,23,,อัน,ไพโอเนียร์ไซเคิล (เอ.วี)
1064,account_invoice_1008487,11310 ลูกหนี้การค้าในประเทศ,965-48230,,2013-01-04,2013-01-04,30,41100 รายได้จากการขายสินค้า,"ชุดใหญ่ 26""SPORT  ไม่มีกุญแจคอ ลูไซด์แดงแก่ * ตัวถัง, ตะเกียบ, ถุงอะไหล่, บังโคลน, บังโซ่นกหวีด, บังล้อ, แฮนด์ + คอ SPORT, บันได, พักเท้า, ขาตั้ง, ขาตะกร้า *",OEM_ESSO_26_R,20,700,,ชุด,ไพโอเนียร์ไซเคิล (เอ.วี)
1065,account_invoice_1008487,11310 ลูกหนี้การค้าในประเทศ,965-48230,,2013-01-04,2013-01-04,40,41100 รายได้จากการขายสินค้า,"ชุดใหญ่ 26""SPORT  ไม่มีกุญแจคอ ลูไซด์ฟ้า  * ตัวถัง, ตะเกียบ, ถุงอะไหล่, บังโคลน, บังโซ่นกหวีด, บังล้อ, แฮนด์ + คอ SPORT, บันได, พักเท้า, ขาตั้ง, ขาตะกร้า *",OEM_ESSO_26_B,20,700,,ชุด,ไพโอเนียร์ไซเคิล (เอ.วี)
1066,account_invoice_1008487,11310 ลูกหนี้การค้าในประเทศ,965-48230,,2013-01-04,2013-01-04,50,41100 รายได้จากการขายสินค้า,"ชุดใหญ่ 26""SPORT  ไม่มีกุญแจคอ ลูไซด์ดำ * ตัวถัง, ตะเกียบ, ถุงอะไหล่, บังโคลน, บังโซ่นกหวีด, บังล้อ, แฮนด์ + คอ SPORT, บันได, พักเท้า, ขาตั้ง, ขาตะกร้า *",OEM_ESSO_26_K,10,700,,ชุด,ไพโอเนียร์ไซเคิล (เอ.วี)
1067,account_invoice_1008487,11310 ลูกหนี้การค้าในประเทศ,965-48230,,2013-01-04,2013-01-04,60,41100 รายได้จากการขายสินค้า,"ชุดเล็ก 16"" MTB ยีราฟ กลล. - คละสี ** ตัวถัง, ตะเกียบ, บังโคลนเหล็ก + ขา, บังโซ่นกหวีดพลาสติก  ** ",OEM_GIRAFF_16X,100,260,,ชุด,ไพโอเนียร์ไซเคิล (เอ.วี)
1068,account_invoice_1008487,11310 ลูกหนี้การค้าในประเทศ,965-48230,,2013-01-04,2013-01-04,70,41100 รายได้จากการขายสินค้า,คานยึดตะกร้า 12-14 ซิงค์,BSY005,3000,3.5,,อัน,ไพโอเนียร์ไซเคิล (เอ.วี)
1069,account_invoice_1008488,11310 ลูกหนี้การค้าในประเทศ,965-48231,,2013-01-05,2013-01-05,10,41100 รายได้จากการขายสินค้า,"จักรยาน MEADOW MTB ALLOY รุ่น ULTIMATE ขนาด 26"" V2 สีดำ (YS728)",MUL26KV2,1,5943,,คัน,HD Bike
1070,account_invoice_1008488,11310 ลูกหนี้การค้าในประเทศ,965-48231,,2013-01-05,2013-01-05,20,41100 รายได้จากการขายสินค้า,"จักรยาน MEADOW MTB ALLOY รุ่น ULTIMATE ขนาด 26"" V2 สีขาว (YS701)",MUL26WV2,1,5943,,คัน,HD Bike
1071,account_invoice_1008488,11310 ลูกหนี้การค้าในประเทศ,965-48231,,2013-01-05,2013-01-05,30,41100 รายได้จากการขายสินค้า,"จักรยาน MEADOW MTB ALLOY รุ่น ULTIMATE ขนาด 26"" V2 สีแดง (YS706)",MUL26RV2,1,5943,,คัน,HD Bike
1072,account_invoice_1008488,11310 ลูกหนี้การค้าในประเทศ,965-48231,,2013-01-05,2013-01-05,40,41100 รายได้จากการขายสินค้า,จักรยาน MEADOW ROAD BIKE รุ่น SPRINT 700C สีขาว (YS701),MSP7CW,1,5313,,คัน,HD Bike
1073,account_invoice_1008488,11310 ลูกหนี้การค้าในประเทศ,965-48231,,2013-01-05,2013-01-05,50,41100 รายได้จากการขายสินค้า,จักรยาน MEADOW ROAD BIKE รุ่น SPRINT 700C สีดำ (YS728),MSP7CK,2,5313,,คัน,HD Bike
1074,account_invoice_1008488,11310 ลูกหนี้การค้าในประเทศ,965-48231,,2013-01-05,2013-01-05,60,41100 รายได้จากการขายสินค้า,จักรยาน MEADOW ROAD BIKE รุ่น SPRINT 700C สีฟ้า (YS7788),MSP7CSB,1,5313,,คัน,HD Bike
1075,account_invoice_1008489,11310 ลูกหนี้การค้าในประเทศ,965-48232,,2013-01-05,2013-01-05,10,41100 รายได้จากการขายสินค้า,"จักรยาน OPTIMA MTB ALLOY รุ่น NOVA 3000 Size M (17"") สีดำ ",OP13NV3000MK,1,12600,,คัน,Walk-in Customers
1076,account_invoice_1008490,11310 ลูกหนี้การค้าในประเทศ,965-48233,,2013-01-05,2013-01-05,10,41100 รายได้จากการขายสินค้า,"ขาตั้งคู่ 20"" ชุบดำ #TJSR",KST008,300,43,,อัน,"วี.ที.เว็นเท็กซ์, หจก."
1077,account_invoice_1008490,11310 ลูกหนี้การค้าในประเทศ,965-48233,,2013-01-05,2013-01-05,20,41100 รายได้จากการขายสินค้า,ชุดดุมเหล็ก หน้า/หลัง 28 รู #14 ชุบซิงค์,KIT_HUB_2814U,500,33,,คู่,"วี.ที.เว็นเท็กซ์, หจก."
1078,account_invoice_1008490,11310 ลูกหนี้การค้าในประเทศ,965-48233,,2013-01-05,2013-01-05,30,41100 รายได้จากการขายสินค้า,"ชุดใหญ่ 24""MTB-RJC กลญ. แคนดี้คละสี  *ตัวถัง, ตะเกียบ, แฮนด์ปีกนก+คอ, ปลอกมือ, อานดำ, บังโคลนเหล็ก+ขา, บันได, ขาตั้ง, วงล้อ, ชุดขาจานเลื้อยED 6.1/2 + ชุดถ้วย + ใบจาน 44T, บังจาน 5 รู 44T.",OEM099,100,570,,ชุด,"วี.ที.เว็นเท็กซ์, หจก."
1079,account_invoice_1008490,11310 ลูกหนี้การค้าในประเทศ,965-48233,,2013-01-05,2013-01-05,40,41100 รายได้จากการขายสินค้า,ชุดแฮนด์ MINI 20-24 สีบรอนซ์ พร้อมคอห่านสีบรอนซ์,KIT_HAND_MINI_24B,200,67,,ชุด,"วี.ที.เว็นเท็กซ์, หจก."
1080,account_invoice_1008490,11310 ลูกหนี้การค้าในประเทศ,965-48233,,2013-01-05,2013-01-05,50,41100 รายได้จากการขายสินค้า,พักเท้าหลัง MINI สีดำ,PEG006,500,19,,คู่,"วี.ที.เว็นเท็กซ์, หจก."
1081,account_invoice_1008491,11310 ลูกหนี้การค้าในประเทศ,965-48234,,2013-01-05,2013-01-05,10,41100 รายได้จากการขายสินค้า,"SKD จักรยาน MTB รุ่น RJC 24"" สีแดง",RJC24R,20,1200,,คัน,Walk-in Customers
1082,account_invoice_1008493,11310 ลูกหนี้การค้าในประเทศ,965-48236,,2013-01-05,2013-01-05,10,41100 รายได้จากการขายสินค้า,"จักรยานสามล้อไฟฟ้า MEADOW รุ่น I- LYNX 20"" 3W สีบรอนซ์",EBK013,3,11830,,คัน,"ท่าอิฐจักรยาน, ร้าน"
1083,account_invoice_1008493,11310 ลูกหนี้การค้าในประเทศ,965-48236,,2013-01-05,2013-01-05,20,41100 รายได้จากการขายสินค้า,"จักรยานสามล้อไฟฟ้า MEADOW รุ่น I- LYNX 20"" 3W สีฟ้า",EBK014,2,11830,,คัน,"ท่าอิฐจักรยาน, ร้าน"
1084,account_invoice_1008493,11310 ลูกหนี้การค้าในประเทศ,965-48236,,2013-01-05,2013-01-05,30,41100 รายได้จากการขายสินค้า,"จักรยานสามล้อไฟฟ้า MEADOW รุ่น I- LYNX 20"" 3W สีแดง",EBK016,1,11830,,คัน,"ท่าอิฐจักรยาน, ร้าน"
1085,account_invoice_1008493,11310 ลูกหนี้การค้าในประเทศ,965-48236,,2013-01-05,2013-01-05,40,41100 รายได้จากการขายสินค้า,"จักรยานสามล้อ MEADOW รุ่น CITY LYNX 20"" 3W สีฟ้า",MC320SB,2,4485,,คัน,"ท่าอิฐจักรยาน, ร้าน"
1086,account_invoice_1008493,11310 ลูกหนี้การค้าในประเทศ,965-48236,,2013-01-05,2013-01-05,50,41100 รายได้จากการขายสินค้า,"จักรยานสามล้อ MEADOW รุ่น CITY LYNX 20"" 3W สีบรอนซ์",MC320S,2,4485,,คัน,"ท่าอิฐจักรยาน, ร้าน"
