sorting,id,account_id,reference,comment,date_due,date_invoice,invoice_line/sequence,invoice_line/account_id,invoice_line/name,invoice_line/product_id,invoice_line/quantity,invoice_line/price_unit,invoice_line/invoice_line_tax_id,invoice_line/uos_id,partner_id
2481,account_invoice_1008857,11310 ลูกหนี้การค้าในประเทศ,972-48568,,2013-01-22,2013-01-22,150,41100 รายได้จากการขายสินค้า,บันไดจักรยาน WELLGO สีเขียว (ไม่มีสายรัด),PDLWELLGOG,5,250,,คู่,โชคชัยพานิช (วิศาลจักรยาน)
2482,account_invoice_1008858,11310 ลูกหนี้การค้าในประเทศ,972-48569,,2013-01-22,2013-01-22,10,41100 รายได้จากการขายสินค้า,ไฟซิลิโคน FT-206D สีแดง,LGH005R,30,70,,ชุด,โชคชัยพานิช (วิศาลจักรยาน)
2483,account_invoice_1008859,11310 ลูกหนี้การค้าในประเทศ,972-48570,,2013-01-22,2013-01-22,10,41100 รายได้จากการขายสินค้า,"จักรยานสามล้อ MEADOW รุ่น CITY LYNX 20"" 3W สีดำ",MC320K,2,4350,,คัน,หงษ์ฟ้าเกียรติศักดิ์
2484,account_invoice_1008859,11310 ลูกหนี้การค้าในประเทศ,972-48570,,2013-01-22,2013-01-22,20,41100 รายได้จากการขายสินค้า,"จักรยานสามล้อ MEADOW รุ่น CITY LYNX 20"" 3W สีบรอนซ์",MC320S,1,4350,,คัน,หงษ์ฟ้าเกียรติศักดิ์
2485,account_invoice_1008859,11310 ลูกหนี้การค้าในประเทศ,972-48570,,2013-01-22,2013-01-22,30,41100 รายได้จากการขายสินค้า,"วงล้อเหล็ก 20""*14G*28H ชบโครเมี่ยม #TJSR",RIM030,300,57,,คู่,หงษ์ฟ้าเกียรติศักดิ์
2486,account_invoice_1008859,11310 ลูกหนี้การค้าในประเทศ,972-48570,,2013-01-22,2013-01-22,40,41100 รายได้จากการขายสินค้า,ชุดดุมเหล็ก หน้า/หลัง 20 รู #14 ชุบซิงค์,KIT_HUB_2014U,300,32,,คู่,หงษ์ฟ้าเกียรติศักดิ์
2487,account_invoice_1008861,11310 ลูกหนี้การค้าในประเทศ,972-48571,,2013-01-22,2013-01-22,10,41100 รายได้จากการขายสินค้า,"ชุดเล็ก 12"" MTB ยีราฟ กลล. - คละสี ** ตัวถัง, ตะเกียบ, บังโซ่ซีกพลาสติก  ** ",OEM_GIRAFF_12X,200,220,,ชุด,ไพโอเนียร์ไซเคิล (เอ.วี)
2488,account_invoice_1008861,11310 ลูกหนี้การค้าในประเทศ,972-48571,,2013-01-22,2013-01-22,20,41100 รายได้จากการขายสินค้า,"ชุดเล็ก 16"" MTB ยีราฟ กลล. - คละสี ** ตัวถัง, ตะเกียบ, บังโคลนเหล็ก + ขา, บังโซ่นกหวีดพลาสติก  ** ",OEM_GIRAFF_16X,200,280,,ชุด,ไพโอเนียร์ไซเคิล (เอ.วี)
2489,account_invoice_1008862,11310 ลูกหนี้การค้าในประเทศ,972-48572,,2013-01-22,2013-01-22,10,41100 รายได้จากการขายสินค้า,"จักรยานสามล้อ MEADOW รุ่น CITY LYNX 20"" 3W สีบรอนซ์",MC320S,1,4485,,คัน,แสงเจริญ
2490,account_invoice_1008862,11310 ลูกหนี้การค้าในประเทศ,972-48572,,2013-01-22,2013-01-22,20,41100 รายได้จากการขายสินค้า,"วงล้ออัลลอย 24""*14G*36H, 6N #TJSR",RIM050,50,108,,คู่,แสงเจริญ
2491,account_invoice_1008863,11310 ลูกหนี้การค้าในประเทศ,972-48573,,2013-01-22,2013-01-22,10,41100 รายได้จากการขายสินค้า,ปลอกมือ มินิ สีฟ้า,GRP009B,200,6,,คู่,งี่ฮ้ง - สวนมะลิ
2492,account_invoice_1008863,11310 ลูกหนี้การค้าในประเทศ,972-48573,,2013-01-22,2013-01-22,20,41100 รายได้จากการขายสินค้า,บันได 12  หัวใหญ่ ดำ,PDL003,100,18.5,,คู่,งี่ฮ้ง - สวนมะลิ
2493,account_invoice_1008864,11310 ลูกหนี้การค้าในประเทศ,972-48574,,2013-01-22,2013-01-22,10,41100 รายได้จากการขายสินค้า,"วงล้ออัลลอย 20""*14G*36H ZLA-017",RIM048,50,92,,คู่,งี่ฮง - วรจักร
2494,account_invoice_1008864,11310 ลูกหนี้การค้าในประเทศ,972-48574,,2013-01-22,2013-01-22,20,41100 รายได้จากการขายสินค้า,"วงล้ออัลลอย 24""*14G*36H, 6N #TJSR",RIM050,10,108,,คู่,งี่ฮง - วรจักร
2495,account_invoice_1008864,11310 ลูกหนี้การค้าในประเทศ,972-48574,,2013-01-22,2013-01-22,30,41100 รายได้จากการขายสินค้า,"หลักอาน 8"" ชุบซิงค์",SPT008,30,67.9999999997,,โหล,งี่ฮง - วรจักร
2496,account_invoice_1008864,11310 ลูกหนี้การค้าในประเทศ,972-48574,,2013-01-22,2013-01-22,40,41100 รายได้จากการขายสินค้า,พักเท้าหลัง MINI สีดำ,PEG006,500,18.5,,คู่,งี่ฮง - วรจักร
2497,account_invoice_1008865,11310 ลูกหนี้การค้าในประเทศ,972-48575,,2013-01-22,2013-01-22,10,41100 รายได้จากการขายสินค้า,บันได 94  หัวใหญ่ ดำ,PDL018,1000,20,,คู่,"ศรีพาณิชย์, ร้าน"
2498,account_invoice_1008865,11310 ลูกหนี้การค้าในประเทศ,972-48575,,2013-01-22,2013-01-22,20,41100 รายได้จากการขายสินค้า,บันได 91  หัวใหญ่ ดำ,PDL010,300,20.5,,คู่,"ศรีพาณิชย์, ร้าน"
2499,account_invoice_1008865,11310 ลูกหนี้การค้าในประเทศ,972-48575,,2013-01-22,2013-01-22,30,41100 รายได้จากการขายสินค้า,บันได 94  หัวเล็ก ดำ,PDL017,500,20,,คู่,"ศรีพาณิชย์, ร้าน"
2500,account_invoice_1008865,11310 ลูกหนี้การค้าในประเทศ,972-48575,,2013-01-22,2013-01-22,40,41100 รายได้จากการขายสินค้า,บันได 12  หัวเล็ก ดำ,PDL002,300,18.5,,คู่,"ศรีพาณิชย์, ร้าน"
2501,account_invoice_1008865,11310 ลูกหนี้การค้าในประเทศ,972-48575,,2013-01-22,2013-01-22,50,41100 รายได้จากการขายสินค้า,บันได 12  หัวใหญ่ ดำ,PDL003,300,18.5,,คู่,"ศรีพาณิชย์, ร้าน"
2502,account_invoice_1008865,11310 ลูกหนี้การค้าในประเทศ,972-48575,,2013-01-22,2013-01-22,60,41100 รายได้จากการขายสินค้า,คอแฮนด์ คอห่าน ด้ามเฉียง ชุบโครเมี่ยม #RJC,STM011C,100,37,,อัน,"ศรีพาณิชย์, ร้าน"
2503,account_invoice_1008865,11310 ลูกหนี้การค้าในประเทศ,972-48575,,2013-01-22,2013-01-22,70,41100 รายได้จากการขายสินค้า,"ตะเกียบ MTB 24"" [182:221] คละสี",FRK016X,100,54,,อัน,"ศรีพาณิชย์, ร้าน"
2504,account_invoice_1008865,11310 ลูกหนี้การค้าในประเทศ,972-48575,,2013-01-22,2013-01-22,80,41100 รายได้จากการขายสินค้า,"วงล้ออัลลอย 20""*14G*36H ZLA-017",RIM048,50,92,,คู่,"ศรีพาณิชย์, ร้าน"
2505,account_invoice_1008865,11310 ลูกหนี้การค้าในประเทศ,972-48575,,2013-01-22,2013-01-22,90,41100 รายได้จากการขายสินค้า,"ตะเกียบ MTB 24"" [182:221] คละสี",FRK016X,50,54,,อัน,"ศรีพาณิชย์, ร้าน"
2506,account_invoice_1008866,11310 ลูกหนี้การค้าในประเทศ,972-48576,,2013-01-22,2013-01-22,10,41100 รายได้จากการขายสินค้า,"ตะกร้าต่าข่ายถี่ MINI 24"" 6 มิล พร้อมชุดไม่มีขา สีดำ",BKT017,200,42,,ใบ,พูนสินจักรยาน
2507,account_invoice_1008867,11310 ลูกหนี้การค้าในประเทศ,972-48577,,2013-01-22,2013-01-22,10,41100 รายได้จากการขายสินค้า,แฮนด์ MINI 20-24,HDB022,950,39,,อัน,"ไพรัตน์ อินเตอร์เนชั่นแนล,บจก."
2508,account_invoice_1008868,11310 ลูกหนี้การค้าในประเทศ,972-48578,,2013-01-22,2013-01-22,10,41100 รายได้จากการขายสินค้า,"จักรยานสามล้อไฟฟ้า MEADOW รุ่น I- LYNX 20"" 3W สีบรอนซ์",EBK013,1,11666,,คัน,"พงษ์เจริญจักรยาน, ร้อยเอ็ด"
2509,account_invoice_1008868,11310 ลูกหนี้การค้าในประเทศ,972-48578,,2013-01-22,2013-01-22,20,41100 รายได้จากการขายสินค้า,"จักรยานสามล้อ MEADOW รุ่น CITY LYNX 20"" 3W สีฟ้า",MC320SB,1,4485,,คัน,"พงษ์เจริญจักรยาน, ร้อยเอ็ด"
2510,account_invoice_1008868,11310 ลูกหนี้การค้าในประเทศ,972-48578,,2013-01-22,2013-01-22,30,41100 รายได้จากการขายสินค้า,"จักรยานสามล้อ MEADOW รุ่น CITY LYNX 20"" 3W สีบรอนซ์",MC320S,1,4485,,คัน,"พงษ์เจริญจักรยาน, ร้อยเอ็ด"
2511,account_invoice_1008868,11310 ลูกหนี้การค้าในประเทศ,972-48578,,2013-01-22,2013-01-22,40,41100 รายได้จากการขายสินค้า,"จักรยานสามล้อ MEADOW รุ่น CITY LYNX 20"" 3W สีดำ",MC320K,1,4485,,คัน,"พงษ์เจริญจักรยาน, ร้อยเอ็ด"
2512,account_invoice_1008869,11310 ลูกหนี้การค้าในประเทศ,972-48579,,2013-01-22,2013-01-22,10,41100 รายได้จากการขายสินค้า,ชุดแฮนด์ MINI 20-24 ชุบโครเมี่ยม พร้อมคอห่านชุบโครเมี่ยม,KIT_HAND_MINI_24C,200,76,,ชุด,เพชรเกษมจักรยาน
2513,account_invoice_1008869,11310 ลูกหนี้การค้าในประเทศ,972-48579,,2013-01-22,2013-01-22,20,41100 รายได้จากการขายสินค้า,บันได 94  หัวใหญ่ ดำ,PDL018,300,20,,คู่,เพชรเกษมจักรยาน
2514,account_invoice_1008869,11310 ลูกหนี้การค้าในประเทศ,972-48579,,2013-01-22,2013-01-22,30,41100 รายได้จากการขายสินค้า,บันได 93  หัวใหญ่ ดำ,PDL016,200,20,,คู่,เพชรเกษมจักรยาน
2515,account_invoice_1008869,11310 ลูกหนี้การค้าในประเทศ,972-48579,,2013-01-22,2013-01-22,40,41100 รายได้จากการขายสินค้า,บันได 90  หัวใหญ่ ดำ,PDL006,200,20,,คู่,เพชรเกษมจักรยาน
2516,account_invoice_1008869,11310 ลูกหนี้การค้าในประเทศ,972-48579,,2013-01-22,2013-01-22,50,41100 รายได้จากการขายสินค้า,บันได 91  หัวใหญ่ ดำ,PDL010,100,20.5,,คู่,เพชรเกษมจักรยาน
2517,account_invoice_1008869,11310 ลูกหนี้การค้าในประเทศ,972-48579,,2013-01-22,2013-01-22,60,41100 รายได้จากการขายสินค้า,บันได 92  หัวเล็ก ดำ,PDL011,200,19.5,,คู่,เพชรเกษมจักรยาน
2518,account_invoice_1008871,11310 ลูกหนี้การค้าในประเทศ,972-48580,Sales: pitoon,2013-01-22,2013-01-22,10,41100 รายได้จากการขายสินค้า,รัดสายเบรค 31.8mm สีเงิน,ACCAS,20,28,,อัน,LA BIKE SHOP อุบล
2519,account_invoice_1008871,11310 ลูกหนี้การค้าในประเทศ,972-48580,Sales: pitoon,2013-01-22,2013-01-22,20,41100 รายได้จากการขายสินค้า,ชุดเบรค CALIPER อัลลอย WINZIP หน้า/หลัง สีดำ,BRKCLPRK,2,350,,ชุด,LA BIKE SHOP อุบล
2520,account_invoice_1008871,11310 ลูกหนี้การค้าในประเทศ,972-48580,Sales: pitoon,2013-01-22,2013-01-22,30,41100 รายได้จากการขายสินค้า,"จักรยาน MEADOW รุ่น CITY VINTAGE 26""x1 3/8 สีชมพู (YS7787)",MCV26P,1,1890,,คัน,LA BIKE SHOP อุบล
2521,account_invoice_1008871,11310 ลูกหนี้การค้าในประเทศ,972-48580,Sales: pitoon,2013-01-22,2013-01-22,40,41100 รายได้จากการขายสินค้า,"จักรยาน MEADOW รุ่น CITY VINTAGE 26""x1 3/8 สีฟ้า (YS7788)",MCV26B,1,1890,,คัน,LA BIKE SHOP อุบล
2522,account_invoice_1008871,11310 ลูกหนี้การค้าในประเทศ,972-48580,Sales: pitoon,2013-01-22,2013-01-22,50,41100 รายได้จากการขายสินค้า,"จักรยาน MEADOW รุ่น CITY VINTAGE 26""x1 3/8 สีฟ้า (YS7788)",MCV26B,1,1890,,คัน,LA BIKE SHOP อุบล
2523,account_invoice_1008871,11310 ลูกหนี้การค้าในประเทศ,972-48580,Sales: pitoon,2013-01-22,2013-01-22,60,41100 รายได้จากการขายสินค้า,"จักรยาน MEADOW FOLDING รุ่น MOVE SMART 20"" MY12 สีฟ้า YS-7603",MMS20SB,3,2380,,คัน,LA BIKE SHOP อุบล
2524,account_invoice_1008871,11310 ลูกหนี้การค้าในประเทศ,972-48580,Sales: pitoon,2013-01-22,2013-01-22,70,41100 รายได้จากการขายสินค้า,"จักรยาน MEADOW FOLDING รุ่น MOVE SMART 20"" MY12 สีชมพู YS-749",MMS20P,1,2380,,คัน,LA BIKE SHOP อุบล
2525,account_invoice_1008873,11310 ลูกหนี้การค้าในประเทศ,972-48581,Sales: pitoon,2013-01-22,2013-01-22,10,41100 รายได้จากการขายสินค้า,ไฟซิลิโคน FT-208D สีแดง,LGH006R,20,70,,ชุด,LA BIKE SHOP อุบล
2526,account_invoice_1008873,11310 ลูกหนี้การค้าในประเทศ,972-48581,Sales: pitoon,2013-01-22,2013-01-22,20,41100 รายได้จากการขายสินค้า,ไฟซิลิโคน FT-208D สีน้ำเงิน,LGH006B,20,70,,ชุด,LA BIKE SHOP อุบล
2527,account_invoice_1008873,11310 ลูกหนี้การค้าในประเทศ,972-48581,Sales: pitoon,2013-01-22,2013-01-22,30,41100 รายได้จากการขายสินค้า,ไฟซิลิโคน FT-208D สีดำ,LGH006K,20,70,,ชุด,LA BIKE SHOP อุบล
2528,account_invoice_1008873,11310 ลูกหนี้การค้าในประเทศ,972-48581,Sales: pitoon,2013-01-22,2013-01-22,40,41100 รายได้จากการขายสินค้า,ไฟซิลิโคน FT-208D สีเหลือง,LGH006Y,20,70,,ชุด,LA BIKE SHOP อุบล
2529,account_invoice_1008873,11310 ลูกหนี้การค้าในประเทศ,972-48581,Sales: pitoon,2013-01-22,2013-01-22,50,41100 รายได้จากการขายสินค้า,ไฟซิลิโคน FT-208D สีขาว,LGH006W,20,70,,ชุด,LA BIKE SHOP อุบล
2530,account_invoice_1008873,11310 ลูกหนี้การค้าในประเทศ,972-48581,Sales: pitoon,2013-01-22,2013-01-22,60,41100 รายได้จากการขายสินค้า,ไฟซิลิโคน FT-206D สีแดง,LGH005R,20,70,,ชุด,LA BIKE SHOP อุบล
2531,account_invoice_1008873,11310 ลูกหนี้การค้าในประเทศ,972-48581,Sales: pitoon,2013-01-22,2013-01-22,70,41100 รายได้จากการขายสินค้า,ไฟซิลิโคน FT-206D สีฟ้า,LGH005SB,20,70,,ชุด,LA BIKE SHOP อุบล
2532,account_invoice_1008873,11310 ลูกหนี้การค้าในประเทศ,972-48581,Sales: pitoon,2013-01-22,2013-01-22,80,41100 รายได้จากการขายสินค้า,ไฟซิลิโคน FT-206D สีดำ,LGH005K,20,70,,ชุด,LA BIKE SHOP อุบล
2533,account_invoice_1008873,11310 ลูกหนี้การค้าในประเทศ,972-48581,Sales: pitoon,2013-01-22,2013-01-22,90,41100 รายได้จากการขายสินค้า,ไฟซิลิโคน FT-206D สีเหลือง,LGH005Y,20,70,,ชุด,LA BIKE SHOP อุบล
2534,account_invoice_1008873,11310 ลูกหนี้การค้าในประเทศ,972-48581,Sales: pitoon,2013-01-22,2013-01-22,100,41100 รายได้จากการขายสินค้า,ไฟซิลิโคน FT-206D สีขาว,LGH005W,20,70,,ชุด,LA BIKE SHOP อุบล
2535,account_invoice_1008872,11310 ลูกหนี้การค้าในประเทศ,972-48582  ,,2013-01-22,2013-01-22,10,41100 รายได้จากการขายสินค้า,"จักรยานสามล้อไฟฟ้า MEADOW รุ่น I- LYNX 20"" 3W สีแดง",EBK016,1,11666,,คัน,เอี่ยมเจริญ
2536,account_invoice_1008875,11310 ลูกหนี้การค้าในประเทศ,972-48583,,2013-01-22,2013-01-22,10,41100 รายได้จากการขายสินค้า,บันได 12  หัวเล็ก ดำ,PDL002,50,19.5,,คู่,เจริญการช่าง
2537,account_invoice_1008875,11310 ลูกหนี้การค้าในประเทศ,972-48583,,2013-01-22,2013-01-22,20,41100 รายได้จากการขายสินค้า,บันได 12  หัวใหญ่ ดำ,PDL003,50,19.5,,คู่,เจริญการช่าง
2538,account_invoice_1008875,11310 ลูกหนี้การค้าในประเทศ,972-48583,,2013-01-22,2013-01-22,30,41100 รายได้จากการขายสินค้า,ขาตั้ง BMX 16 ชุบซิงค์,KST002,10,167.9999999993,,โหล,เจริญการช่าง
2539,account_invoice_1008875,11310 ลูกหนี้การค้าในประเทศ,972-48583,,2013-01-22,2013-01-22,40,41100 รายได้จากการขายสินค้า,"ขาตั้งเดี่ยวล๊อค MTB 20"" ชุบดำ #TJSR",KST017,10,219.9999999991,,โหล,เจริญการช่าง
2540,account_invoice_1008875,11310 ลูกหนี้การค้าในประเทศ,972-48583,,2013-01-22,2013-01-22,50,41100 รายได้จากการขายสินค้า,"ขาตั้งเดี่ยวล๊อค MTB 24"" ชุบดำ #TJSR",KST018,20,229.9999999991,,โหล,เจริญการช่าง
2541,account_invoice_1008875,11310 ลูกหนี้การค้าในประเทศ,972-48583,,2013-01-22,2013-01-22,60,41100 รายได้จากการขายสินค้า,"ตะแกรงท้าย 16""  MTB สีแดง",RCR008,10,39,,อัน,เจริญการช่าง
2542,account_invoice_1008875,11310 ลูกหนี้การค้าในประเทศ,972-48583,,2013-01-22,2013-01-22,70,41100 รายได้จากการขายสินค้า,"ตะแกรงท้าย 16""  MTB สีฟ้า",RCR009,10,39,,อัน,เจริญการช่าง
2543,account_invoice_1008875,11310 ลูกหนี้การค้าในประเทศ,972-48583,,2013-01-22,2013-01-22,80,41100 รายได้จากการขายสินค้า,"ตะแกรงท้าย 16""  MTB สีชมพู",RCR007,10,39,,อัน,เจริญการช่าง
2544,account_invoice_1008875,11310 ลูกหนี้การค้าในประเทศ,972-48583,,2013-01-22,2013-01-22,90,41100 รายได้จากการขายสินค้า,ชุดขาจานเลื้อย ED 6.1/2 (165mm) + ชุดถ้วยซ้าย-ขวา + ลูกปืนพวง (9ชิ้น) กะโหลกใหญ่ + ใบจานเลื้อย 44T ED,KIT_OPC_165,25,96,,ชุด,เจริญการช่าง
2545,account_invoice_1008875,11310 ลูกหนี้การค้าในประเทศ,972-48583,,2013-01-22,2013-01-22,100,41100 รายได้จากการขายสินค้า,ชุดแฮนด์ MINI 16 สีแดง + คอ MTB 60mm  สีแดง,KIT_HAND_MINI_16R,20,55,,ชุด,เจริญการช่าง
2546,account_invoice_1008875,11310 ลูกหนี้การค้าในประเทศ,972-48583,,2013-01-22,2013-01-22,110,41100 รายได้จากการขายสินค้า,ชุดแฮนด์ MINI 16 สีฟ้า + คอ MTB 60mm  สีฟ้า,KIT_HAND_MINI_16SB,20,55,,ชุด,เจริญการช่าง
2547,account_invoice_1008875,11310 ลูกหนี้การค้าในประเทศ,972-48583,,2013-01-22,2013-01-22,120,41100 รายได้จากการขายสินค้า,ชุดแฮนด์ MINI 16 สีชมพู + คอ MTB 60mm  สีชมพู,KIT_HAND_MINI_16P,20,55,,ชุด,เจริญการช่าง
2548,account_invoice_1008875,11310 ลูกหนี้การค้าในประเทศ,972-48583,,2013-01-22,2013-01-22,130,41100 รายได้จากการขายสินค้า,เพลาล้อพ่วงข้าง 12-16 รุ่น 3 รู - คละสี,TWL005,100,32,,ชุด,เจริญการช่าง
2549,account_invoice_1008876,11310 ลูกหนี้การค้าในประเทศ,972-48584,,2013-01-22,2013-01-22,10,41100 รายได้จากการขายสินค้า,"ชุดใหญ่ 20""MTB-RJC กลญ. แคนดี้คละสี  *ตัวถัง, ตะเกียบ, แฮนด์ปีกนก+คอ, ปลอกมือ, อานดำ, บังโคลนเหล็ก+ขา, บันได, ขาตั้ง, วงล้อ, ชุดขาจานเลื้อยED 5.1/2 + ชุดถ้วย + ใบจาน 44T, บังจาน 5 รู 44T.",WAN12P,50,530,,ชุด,แสงเจริญ
2550,account_invoice_1008876,11310 ลูกหนี้การค้าในประเทศ,972-48584,,2013-01-22,2013-01-22,20,41100 รายได้จากการขายสินค้า,"ชุดใหญ่ 24""MINI-Y-Eagle กลญ. มุกคละสี ** ตัวถัง, ตะเกียบ, ถุงอะไหล่, บังโคลน, บังโซ่นกหวีด, บังล้อสี, แฮนด์ + คอห่าน ชุบ, บันได, วงล้อเหล็ก, พักเท้า, ขาเบาะ, ขาตะกร้า, ชุดขาจานเลื้อยED6.1/2 + ชุดถ้วย 7 ชิ้น + ใบจาน44T **",OEM_YEAGLE_24_X,50,730,,ชุด,แสงเจริญ
2551,account_invoice_1008877,11310 ลูกหนี้การค้าในประเทศ,972-48585,,2013-01-22,2013-01-22,10,41100 รายได้จากการขายสินค้า,"ตะแกรงท้าย 12-14""  MTB  สีแดง",RCR002,50,35,,อัน,เอกชัยจักรยาน
2552,account_invoice_1008877,11310 ลูกหนี้การค้าในประเทศ,972-48585,,2013-01-22,2013-01-22,20,41100 รายได้จากการขายสินค้า,"ชุดใหญ่ 20""MTB-RJC กลญ. แคนดี้คละสี  *ตัวถัง, ตะเกียบ, แฮนด์ปีกนก+คอ, ปลอกมือ, อานดำ, บังโคลนเหล็ก+ขา, บันได, ขาตั้ง, วงล้อ, ชุดขาจานเลื้อยED 5.1/2 + ชุดถ้วย + ใบจาน 44T, บังจาน 5 รู 44T.",RCR002,50,530,,ชุด,เอกชัยจักรยาน
2553,account_invoice_1008877,11310 ลูกหนี้การค้าในประเทศ,972-48585,,2013-01-22,2013-01-22,30,41100 รายได้จากการขายสินค้า,"ตะแกรงท้าย 20""  MTB ชุบดำ",RCR010,100,45,,อัน,เอกชัยจักรยาน
2554,account_invoice_1008877,11310 ลูกหนี้การค้าในประเทศ,972-48585,,2013-01-22,2013-01-22,40,41100 รายได้จากการขายสินค้า,ชุดดุมเหล็ก หน้า/หลัง 16 รู #14 ชุบซิงค์,RCR010,100,33,,คู่,เอกชัยจักรยาน
2555,account_invoice_1008877,11310 ลูกหนี้การค้าในประเทศ,972-48585,,2013-01-22,2013-01-22,50,41100 รายได้จากการขายสินค้า,"ตะแกรงท้าย 20""  MTB ชุบดำ",RCR010,20,45,,อัน,เอกชัยจักรยาน
2556,account_invoice_1008878,11310 ลูกหนี้การค้าในประเทศ,972-48586,,2013-01-22,2013-01-22,10,41100 รายได้จากการขายสินค้า,สูบเท้าเหยียบรถจักรยาน  MEADOW ทำจากอัลลอย รุ่น TOPSD006A สีดำ,RCR010,1,250,,อัน,Walk-in Customers
2557,account_invoice_1008879,11310 ลูกหนี้การค้าในประเทศ,972-48587,,2013-01-22,2013-01-22,10,41100 รายได้จากการขายสินค้า,GT-800PRO i-gotU USB GPS Travel & Sports computer with software CD (Yellow/ BLACK ),PMPTOPSD006AK,1,3800,,ชุด,Walk-in Customers
2558,account_invoice_1008880,11310 ลูกหนี้การค้าในประเทศ,972-48588,,2013-01-22,2013-01-22,10,41100 รายได้จากการขายสินค้า,"จักรยานสามล้อไฟฟ้า MEADOW รุ่น I- LYNX 20"" 3W สีบรอนซ์",GT800PRO,4,11830,,คัน,"ท่าอิฐจักรยาน, ร้าน"
2559,account_invoice_1008880,11310 ลูกหนี้การค้าในประเทศ,972-48588,,2013-01-22,2013-01-22,20,41100 รายได้จากการขายสินค้า,"จักรยานสามล้อไฟฟ้า MEADOW รุ่น I- LYNX 20"" 3W สีฟ้า",EBK013,4,11830,,คัน,"ท่าอิฐจักรยาน, ร้าน"
2560,account_invoice_1008880,11310 ลูกหนี้การค้าในประเทศ,972-48588,,2013-01-22,2013-01-22,30,41100 รายได้จากการขายสินค้า,"จักรยานสามล้อไฟฟ้า MEADOW รุ่น I- LYNX 20"" 3W สีแดง",EBK014,2,11830,,คัน,"ท่าอิฐจักรยาน, ร้าน"
2561,account_invoice_1008880,11310 ลูกหนี้การค้าในประเทศ,972-48588,,2013-01-22,2013-01-22,40,41100 รายได้จากการขายสินค้า,ปลอกคันเร่งถจักรยานไฟฟ้า XH13,EBK016,1,245,,คู่,"ท่าอิฐจักรยาน, ร้าน"
2562,account_invoice_1008880,11310 ลูกหนี้การค้าในประเทศ,972-48588,,2013-01-22,2013-01-22,50,41100 รายได้จากการขายสินค้า,"ตะกร้าลวดใหญ่ SPORT สีขาว (1,000-1,065 กรัม)",BKT018,20,120,,ใบ,"ท่าอิฐจักรยาน, ร้าน"
2563,account_invoice_1008882,11310 ลูกหนี้การค้าในประเทศ,972-48589,,2013-01-23,2013-01-23,10,41100 รายได้จากการขายสินค้า,"SKD จักรยาน MTB รุ่น RJC 24"" สีแดง",BKT018,4,1057,,คัน,สมบัติ จักรยาน
2564,account_invoice_1008882,11310 ลูกหนี้การค้าในประเทศ,972-48589,,2013-01-23,2013-01-23,20,41100 รายได้จากการขายสินค้า,"SKD จักรยาน MTB รุ่น RJC 24"" สีน้ำเงิน",RJC24R,4,1057,,คัน,สมบัติ จักรยาน
2565,account_invoice_1008882,11310 ลูกหนี้การค้าในประเทศ,972-48589,,2013-01-23,2013-01-23,30,41100 รายได้จากการขายสินค้า,"SKD จักรยาน MTB รุ่น RJC 24"" สีดำ",RJC24B,4,1057,,คัน,สมบัติ จักรยาน
2566,account_invoice_1008882,11310 ลูกหนี้การค้าในประเทศ,972-48589,,2013-01-23,2013-01-23,40,41100 รายได้จากการขายสินค้า,"SKD จักรยาน MTB รุ่น RJC 24"" สีชมพู",RJC24K,4,1057,,คัน,สมบัติ จักรยาน
2567,account_invoice_1008883,11310 ลูกหนี้การค้าในประเทศ,972-48590,,2013-01-23,2013-01-23,10,41100 รายได้จากการขายสินค้า,"SKD จักรยาน SWALLOW รุ่น CRUISER 20"" สีชมพู",RJC24P,30,1371,,คัน,โกสีย์จักรยาน(กิมฟอง)
2568,account_invoice_1008883,11310 ลูกหนี้การค้าในประเทศ,972-48590,,2013-01-23,2013-01-23,20,41100 รายได้จากการขายสินค้า,"SKD จักรยาน SWALLOW รุ่น CRUISER 20"" สีแดง",WCR20P,10,1371,,คัน,โกสีย์จักรยาน(กิมฟอง)
2569,account_invoice_1008881,11310 ลูกหนี้การค้าในประเทศ,972-48591,,2013-01-23,2013-01-23,10,41100 รายได้จากการขายสินค้า,"SKD จักรยานเด็ก JOCKEY รุ่น X-GEN 12"" สีชมพู",WCR20R,10,777,,คัน,"สินสุนันท์, ร้าน"
2570,account_invoice_1008881,11310 ลูกหนี้การค้าในประเทศ,972-48591,,2013-01-23,2013-01-23,20,41100 รายได้จากการขายสินค้า,"SKD จักรยานเด็ก JOCKEY รุ่น X-GEN 16"" สีแดง",JXG12P,10,856,,คัน,"สินสุนันท์, ร้าน"
2571,account_invoice_1008881,11310 ลูกหนี้การค้าในประเทศ,972-48591,,2013-01-23,2013-01-23,30,41100 รายได้จากการขายสินค้า,"SKD จักรยานเด็ก JOCKEY รุ่น X-GEN 16"" สีฟ้า",JXG16R,6,856,,คัน,"สินสุนันท์, ร้าน"
2572,account_invoice_1008884,11310 ลูกหนี้การค้าในประเทศ,972-48592,Sales: danupol,2013-01-23,2013-01-23,10,41100 รายได้จากการขายสินค้า,"จักรยาน MEADOW FREESTYLE รุ่น SWING ARM LITE 20"" สีแดง",JXG16SB,3,1360,,คัน,สหชัยวิทยุจักรยาน (ABC)
