id,account_id,reference,comment,date_due,date_invoice,invoice_line/sequence,invoice_line/account_id,invoice_line/name,invoice_line/product_id,invoice_line/quantity,invoice_line/price_unit,invoice_line/invoice_line_tax_id,invoice_line/uos_id,partner_id
account_invoice_1009037,11310 ลูกหนี้การค้าในประเทศ,976-48772,Sales: pitoon,2013-02-01,2013-02-01,10,41100 รายได้จากการขายสินค้า,"จักรยาน MEADOW รุ่น CITY VINTAGE 24""x1 3/8 สีชมพู (YS7787)",MCV24P,58,1790,,คัน,"ซ่งซินหลี, หจก."
account_invoice_1009037,11310 ลูกหนี้การค้าในประเทศ,976-48772,Sales: pitoon,2013-02-01,2013-02-01,20,41100 รายได้จากการขายสินค้า,"จักรยาน MEADOW รุ่น CITY VINTAGE 24""x1 3/8 สีฟ้า (YS7788)",MCV24B,70,1790,,คัน,"ซ่งซินหลี, หจก."
account_invoice_1009037,11310 ลูกหนี้การค้าในประเทศ,976-48772,Sales: pitoon,2013-02-01,2013-02-01,30,41100 รายได้จากการขายสินค้า,"จักรยาน MEADOW รุ่น CITY VINTAGE 24""x1 3/8 สีเหลือง",MCV24Y,12,1790,,คัน,"ซ่งซินหลี, หจก."
account_invoice_1009038,11310 ลูกหนี้การค้าในประเทศ,976-48773,,2013-02-01,2013-02-01,10,41100 รายได้จากการขายสินค้า,แฮนด์ MINI 20-24,GRP009K,1500,39,,อัน,"ไพรัตน์ อินเตอร์เนชั่นแนล,บจก."
account_invoice_1009039,11310 ลูกหนี้การค้าในประเทศ,976-48774,,2013-02-01,2013-02-01,10,41100 รายได้จากการขายสินค้า,"จักรยานสามล้อ MEADOW รุ่น CITY LYNX 20"" 3W สีฟ้า",MC320SB,2,4485,,คัน,สุชาติจักรยาน
account_invoice_1009039,11310 ลูกหนี้การค้าในประเทศ,976-48774,,2013-02-01,2013-02-01,20,41100 รายได้จากการขายสินค้า,"จักรยานสามล้อ MEADOW รุ่น CITY LYNX 20"" 3W สีแดง",MC320R,2,4485,,คัน,สุชาติจักรยาน
account_invoice_1009039,11310 ลูกหนี้การค้าในประเทศ,976-48774,,2013-02-01,2013-02-01,30,41100 รายได้จากการขายสินค้า,"จักรยานสามล้อ MEADOW รุ่น CITY LYNX 20"" 3W สีบรอนซ์",MC320S,1,4485,,คัน,สุชาติจักรยาน
account_invoice_1009040,11310 ลูกหนี้การค้าในประเทศ,976-48775,,2013-02-01,2013-02-01,10,41100 รายได้จากการขายสินค้า,"จักรยานสามล้อ MEADOW รุ่น CITY LYNX 20"" 3W สีบรอนซ์",MC320S,2,4485,,คัน,เทพศิลป์
account_invoice_1009041,11310 ลูกหนี้การค้าในประเทศ,976-48776,,2013-02-01,2013-02-01,10,41100 รายได้จากการขายสินค้า,"จักรยานสามล้อ MEADOW รุ่น CITY LYNX 20"" 3W สีบรอนซ์",MC320S,1,4485,,คัน,"ศรีวรจักรจักรยาน, ร้าน"
account_invoice_1009041,11310 ลูกหนี้การค้าในประเทศ,976-48776,,2013-02-01,2013-02-01,20,41100 รายได้จากการขายสินค้า,"จักรยานสามล้อ MEADOW รุ่น CITY LYNX 20"" 3W สีชมพู",MC320P,1,4485,,คัน,"ศรีวรจักรจักรยาน, ร้าน"
account_invoice_1009042,11310 ลูกหนี้การค้าในประเทศ,976-48777,,2013-02-01,2013-02-01,10,41100 รายได้จากการขายสินค้า,"จักรยาน OPTIMA MTB ALLOY รุ่น NOVA 3000 Size M (17"") สีแดง",OP13NV3000MR,2,9800,,คัน,แสงฟ้าจักรยาน
account_invoice_1009042,11310 ลูกหนี้การค้าในประเทศ,976-48777,,2013-02-01,2013-02-01,20,41100 รายได้จากการขายสินค้า,"จักรยาน OPTIMA MTB ALLOY รุ่น NOVA 3000 Size M (17"") สีขาว",OP13NV3000MW,2,9800,,คัน,แสงฟ้าจักรยาน
account_invoice_1009042,11310 ลูกหนี้การค้าในประเทศ,976-48777,,2013-02-01,2013-02-01,30,41100 รายได้จากการขายสินค้า,"จักรยาน OPTIMA MTB ALLOY รุ่น NOVA 3000 Size M (17"") สีดำ ",OP13NV3000MK,1,9800,,คัน,แสงฟ้าจักรยาน
account_invoice_1009042,11310 ลูกหนี้การค้าในประเทศ,976-48777,,2013-02-01,2013-02-01,40,41100 รายได้จากการขายสินค้า,"จักรยาน OPTIMA MTB ALLOY รุ่น NOVA 3000 Size M (17"") สีดำ ",OP13NV3000MK,1,0,,คัน,แสงฟ้าจักรยาน
account_invoice_1009043,11310 ลูกหนี้การค้าในประเทศ,976-48778,,2013-02-01,2013-02-01,10,41100 รายได้จากการขายสินค้า,"วงล้ออัลลอย 24""*14G*36H, 6N #TJSR",GRP009P,100,108,,คู่,"ศรีพาณิชย์, ร้าน"
account_invoice_1009043,11310 ลูกหนี้การค้าในประเทศ,976-48778,,2013-02-01,2013-02-01,20,41100 รายได้จากการขายสินค้า,พักเท้าหลัง MINI สีดำ,PEG006,300,18.5,,คู่,"ศรีพาณิชย์, ร้าน"
account_invoice_1009043,11310 ลูกหนี้การค้าในประเทศ,976-48778,,2013-02-01,2013-02-01,30,41100 รายได้จากการขายสินค้า,บังโซ่นกหวีด 24,SCP002,50,45,,อัน,"ศรีพาณิชย์, ร้าน"
account_invoice_1009043,11310 ลูกหนี้การค้าในประเทศ,976-48778,,2013-02-01,2013-02-01,40,41100 รายได้จากการขายสินค้า,ชุดดุมเหล็ก หน้า 32 รู / หลัง 40 รู ชุบซิงค์,SCP002,100,34,,คู่,"ศรีพาณิชย์, ร้าน"
account_invoice_1009043,11310 ลูกหนี้การค้าในประเทศ,976-48778,,2013-02-01,2013-02-01,50,41100 รายได้จากการขายสินค้า,"ตะเกียบ MTB 24"" [182:221] คละสี",FRK016X,100,54,,อัน,"ศรีพาณิชย์, ร้าน"
account_invoice_1009044,11310 ลูกหนี้การค้าในประเทศ,976-48779,,2013-02-01,2013-02-01,10,41100 รายได้จากการขายสินค้า,"ชุดเล็ก 12"" MTB กลล. - คละสี ** ตัวถัง, ตะเกียบ, บังโคลนพลาสติก, บังโซ่ (มีอัดแกน + ถ้วยคอ)",OEM-S-MTB-12S,50,230,,ชุด,งี่ฮง - วรจักร
account_invoice_1009044,11310 ลูกหนี้การค้าในประเทศ,976-48779,,2013-02-01,2013-02-01,20,41100 รายได้จากการขายสินค้า,"ชุดเล็ก 14"" MTB กลล. - คละสี ** ตัวถัง, ตะเกียบ, บังโคลนพลาสติก, บังโซ่ (มีอัดแกน + ถ้วยคอ)",OEM-S-MTB-14S,100,240,,ชุด,งี่ฮง - วรจักร
account_invoice_1009044,11310 ลูกหนี้การค้าในประเทศ,976-48779,,2013-02-01,2013-02-01,30,41100 รายได้จากการขายสินค้า,"ชุดเล็ก 16"" MTB กลล. - คละสี ** ตัวถัง, ตะเกียบ, บังโคลนหล็ก + ขา, บังโซ่ (มีอัดแกน + ถ้วยคอ)",OEM-S-MTB-16S,100,260,,ชุด,งี่ฮง - วรจักร
account_invoice_1009045,11310 ลูกหนี้การค้าในประเทศ,976-48780,,2013-02-01,2013-02-01,10,41100 รายได้จากการขายสินค้า,ชุดดุมเหล็ก หน้า/หลัง 28 รู #14 ชุบซิงค์,KIT_HUB_2814U,500,33,,คู่,เอกชัยจักรยาน
account_invoice_1009045,11310 ลูกหนี้การค้าในประเทศ,976-48780,,2013-02-01,2013-02-01,20,41100 รายได้จากการขายสินค้า,ดุมหลัง เหล็ก 28 รู ชุบซิงค์,SCP002,200,25,,อัน,เอกชัยจักรยาน
account_invoice_1009045,11310 ลูกหนี้การค้าในประเทศ,976-48780,,2013-02-01,2013-02-01,30,41100 รายได้จากการขายสินค้า,"ซี่ลวดเหล็ก 14G*242มม. (24"") ชุบซิงค์ พร้อมหัวซี่ลวดขึ้นมือ",SPK028,150,57,,กุรุส,เอกชัยจักรยาน
account_invoice_1009045,11310 ลูกหนี้การค้าในประเทศ,976-48780,,2013-02-01,2013-02-01,40,41100 รายได้จากการขายสินค้า,เบรคก้ามปู หน้า 3มม. ชุบดำ,BRK004,500,11.5,,อัน,เอกชัยจักรยาน
account_invoice_1009045,11310 ลูกหนี้การค้าในประเทศ,976-48780,,2013-02-01,2013-02-01,50,41100 รายได้จากการขายสินค้า,มือเบรค MINI 20-24 สีเทา JY-B220,BLV_JY-B220_G,500,15,,ชุด,เอกชัยจักรยาน
account_invoice_1009045,11310 ลูกหนี้การค้าในประเทศ,976-48780,,2013-02-01,2013-02-01,60,41100 รายได้จากการขายสินค้า,"ชุดสายเบรค MINI 24"" หน้า/หลัง",SCP002,500,10.5,,ชุด,เอกชัยจักรยาน
account_invoice_1009045,11310 ลูกหนี้การค้าในประเทศ,976-48780,,2013-02-01,2013-02-01,70,41100 รายได้จากการขายสินค้า,"ขาตั้งคู่ 24"" ชุบดำ #TJSR",KST010,150,43,,อัน,เอกชัยจักรยาน
account_invoice_1009045,11310 ลูกหนี้การค้าในประเทศ,976-48780,,2013-02-01,2013-02-01,80,41100 รายได้จากการขายสินค้า,ชุดเบรคก้ามปู หน้า/หลัง ED พร้อมมือเบรคเด็ก 12-14 สีแดง และสายเบรคสีดำ หน้า45/หลัง 85,KIT_BRAKE_KID_12R,100,42,,ชุด,เอกชัยจักรยาน
account_invoice_1009045,11310 ลูกหนี้การค้าในประเทศ,976-48780,,2013-02-01,2013-02-01,90,41100 รายได้จากการขายสินค้า,ชุดเบรคก้ามปู หน้า/หลัง ED พร้อมมือเบรคเด็ก 12-14 สีชมพู และสายเบรคสีดำ หน้า45/หลัง 85,GRP012,100,42,,ชุด,เอกชัยจักรยาน
account_invoice_1009045,11310 ลูกหนี้การค้าในประเทศ,976-48780,,2013-02-01,2013-02-01,100,41100 รายได้จากการขายสินค้า,ฟรีวีล MEADOW 18T สีน้ำตาล ใส่กล่อง,FWL004,1000,16.5,,อัน,เอกชัยจักรยาน
account_invoice_1009045,11310 ลูกหนี้การค้าในประเทศ,976-48780,,2013-02-01,2013-02-01,110,41100 รายได้จากการขายสินค้า,โซ่ 96 ข้อ,CHN007,500,19.5,,เส้น,เอกชัยจักรยาน
account_invoice_1009045,11310 ลูกหนี้การค้าในประเทศ,976-48780,,2013-02-01,2013-02-01,120,41100 รายได้จากการขายสินค้า,ชุดขาจานโซ่สลัก 44T ชุบ ED ,CCW004,200,46,,ชุด,เอกชัยจักรยาน
account_invoice_1009045,11310 ลูกหนี้การค้าในประเทศ,976-48780,,2013-02-01,2013-02-01,130,41100 รายได้จากการขายสินค้า,ชุดดุมเหล็ก หน้า/หลัง 28 รู #10 ชุบซิงค์,KIT_HUB_2810U,100,34,,คู่,เอกชัยจักรยาน
account_invoice_1009045,11310 ลูกหนี้การค้าในประเทศ,976-48780,,2013-02-01,2013-02-01,140,41100 รายได้จากการขายสินค้า,ชุดดุมเหล็ก หน้า/หลัง 20 รู #14 ชุบซิงค์,KIT_HUB_2014U,100,33,,คู่,เอกชัยจักรยาน
account_invoice_1009045,11310 ลูกหนี้การค้าในประเทศ,976-48780,,2013-02-01,2013-02-01,150,41100 รายได้จากการขายสินค้า,"ซี่ลวดเหล็ก 14G*142มม. (16"") ชุบซิงค์ พร้อมหัวซี่ลวดขึ้นมือ",SPK020,50,47,,กุรุส,เอกชัยจักรยาน
account_invoice_1009046,11310 ลูกหนี้การค้าในประเทศ,976-48781,,2013-02-01,2013-02-01,10,41100 รายได้จากการขายสินค้า,"จักรยาน MEADOW FOLDING รุ่น MOVE MINI 16"" MY13 สีขาว YS-775",MMI16W,1,1776,,คัน,เอกชัยจักรยาน
account_invoice_1009046,11310 ลูกหนี้การค้าในประเทศ,976-48781,,2013-02-01,2013-02-01,20,41100 รายได้จากการขายสินค้า,"จักรยาน MEADOW FOLDING รุ่น MOVE METRO 16"" MY13 สีเงิน YS-7605",MMM16S,1,1776,,คัน,เอกชัยจักรยาน
account_invoice_1009046,11310 ลูกหนี้การค้าในประเทศ,976-48781,,2013-02-01,2013-02-01,30,41100 รายได้จากการขายสินค้า,"จักรยานสามล้อ MEADOW รุ่น CITY LYNX 20"" 3W สีแดง",MC320R,1,4485,,คัน,เอกชัยจักรยาน
account_invoice_1009046,11310 ลูกหนี้การค้าในประเทศ,976-48781,,2013-02-01,2013-02-01,40,41100 รายได้จากการขายสินค้า,"ชุดใหญ่ 24""MTB-RJC กลญ. แคนดี้น้ำเงิน *ตัวถัง, ตะเกียบ, แฮนด์ปีกนก+คอ, ปลอกมือ, อานดำ, บังโคลนเหล็ก+ขา, บันได, ขาตั้ง, วงล้อ, ชุดขาจานเลื้อยED 6.1/2 + ชุดถ้วย + ใบจาน 44T, บังจาน 5 รู 44T.",SPK007,20,560,,ชุด,เอกชัยจักรยาน
account_invoice_1009046,11310 ลูกหนี้การค้าในประเทศ,976-48781,,2013-02-01,2013-02-01,50,41100 รายได้จากการขายสินค้า,"ชุดใหญ่ 24""MTB-RJC กลญ. แคนดี้ชมพู *ตัวถัง, ตะเกียบ, แฮนด์ปีกนก+คอ, ปลอกมือ, อานดำ, บังโคลนเหล็ก+ขา, บันได, ขาตั้ง, วงล้อ, ชุดขาจานเลื้อยED 6.1/2 + ชุดถ้วย + ใบจาน 44T, บังจาน 5 รู 44T.",PDL002,30,560,,ชุด,เอกชัยจักรยาน
account_invoice_1009046,11310 ลูกหนี้การค้าในประเทศ,976-48781,,2013-02-01,2013-02-01,60,41100 รายได้จากการขายสินค้า,"ตะแกรงท้าย 24""  MTB ชุบดำ",RCR011,40,47,,อัน,เอกชัยจักรยาน
account_invoice_1009046,11310 ลูกหนี้การค้าในประเทศ,976-48781,,2013-02-01,2013-02-01,70,41100 รายได้จากการขายสินค้า,ยางนอก INNOVA 700 x 25C สีน้ำเงิน,TIREINNOVAB,4,185,,เส้น,เอกชัยจักรยาน
account_invoice_1009046,11310 ลูกหนี้การค้าในประเทศ,976-48781,,2013-02-01,2013-02-01,80,41100 รายได้จากการขายสินค้า,ยางนอก INNOVA 700 x 25C สีเหลือง,TIREINNOVAY,2,185,,เส้น,เอกชัยจักรยาน
account_invoice_1009047,11310 ลูกหนี้การค้าในประเทศ,976-48782,,2013-02-01,2013-02-01,10,41100 รายได้จากการขายสินค้า,"ชุดใหญ่ 24""MTB-RJC กลญ. แคนดี้คละสี  *ตัวถัง, ตะเกียบ, แฮนด์ปีกนก+คอ, ปลอกมือ, อานดำ, บังโคลนเหล็ก+ขา, บันได, ขาตั้ง, วงล้อ, ชุดขาจานเลื้อยED 6.1/2 + ชุดถ้วย + ใบจาน 44T, บังจาน 5 รู 44T.",PDL002,100,570,,ชุด,"วี.ที.เว็นเท็กซ์, หจก."
account_invoice_1009047,11310 ลูกหนี้การค้าในประเทศ,976-48782,,2013-02-01,2013-02-01,20,41100 รายได้จากการขายสินค้า,"วงล้อเหล็ก 16""*10G*20H สีสะท้อนแสงส้ม ",PDL002,75,75,,คู่,"วี.ที.เว็นเท็กซ์, หจก."
account_invoice_1009047,11310 ลูกหนี้การค้าในประเทศ,976-48782,,2013-02-01,2013-02-01,30,41100 รายได้จากการขายสินค้า,"วงล้อเหล็ก 16""*10G*20H สีสะท้อนแสงเหลือง",PDL002,75,75,,คู่,"วี.ที.เว็นเท็กซ์, หจก."
account_invoice_1009047,11310 ลูกหนี้การค้าในประเทศ,976-48782,,2013-02-01,2013-02-01,40,41100 รายได้จากการขายสินค้า,ขาตั้ง BMX 16 ชุบซิงค์,PDL002,50,160,,โหล,"วี.ที.เว็นเท็กซ์, หจก."
account_invoice_1009048,11310 ลูกหนี้การค้าในประเทศ,976-48783,,2013-02-01,2013-02-01,10,41100 รายได้จากการขายสินค้า,"SKD จักรยาน SWALLOW รุ่น CRUISER 20"" สีแดง",WCR20R,7,1371,,คัน,"เทพเจริญทรัพย์, ร้าน"
account_invoice_1009048,11310 ลูกหนี้การค้าในประเทศ,976-48783,,2013-02-01,2013-02-01,20,41100 รายได้จากการขายสินค้า,"SKD จักรยาน SWALLOW รุ่น CRUISER 20"" สีฟ้า",WCR20SB,6,1371,,คัน,"เทพเจริญทรัพย์, ร้าน"
account_invoice_1009048,11310 ลูกหนี้การค้าในประเทศ,976-48783,,2013-02-01,2013-02-01,30,41100 รายได้จากการขายสินค้า,"SKD จักรยาน SWALLOW รุ่น CRUISER 20"" สีชมพู",WCR20P,7,1371,,คัน,"เทพเจริญทรัพย์, ร้าน"
account_invoice_1009048,11310 ลูกหนี้การค้าในประเทศ,976-48783,,2013-02-01,2013-02-01,40,41100 รายได้จากการขายสินค้า,"SKD จักรยาน SWALLOW รุ่น CRUISER 24"" สีแดง",WCR24R,7,1417,,คัน,"เทพเจริญทรัพย์, ร้าน"
account_invoice_1009048,11310 ลูกหนี้การค้าในประเทศ,976-48783,,2013-02-01,2013-02-01,50,41100 รายได้จากการขายสินค้า,"SKD จักรยาน SWALLOW รุ่น CRUISER 24"" สีฟ้า",WCR24SB,6,1417,,คัน,"เทพเจริญทรัพย์, ร้าน"
account_invoice_1009048,11310 ลูกหนี้การค้าในประเทศ,976-48783,,2013-02-01,2013-02-01,60,41100 รายได้จากการขายสินค้า,"SKD จักรยาน SWALLOW รุ่น CRUISER 24"" สีชมพู",WCR24P,7,1417,,คัน,"เทพเจริญทรัพย์, ร้าน"
account_invoice_1009048,11310 ลูกหนี้การค้าในประเทศ,976-48783,,2013-02-01,2013-02-01,70,41100 รายได้จากการขายสินค้า,"SKD จักรยาน MTB รุ่น RJC 24"" สีแดง",RJC24R,10,1037,,คัน,"เทพเจริญทรัพย์, ร้าน"
account_invoice_1009048,11310 ลูกหนี้การค้าในประเทศ,976-48783,,2013-02-01,2013-02-01,80,41100 รายได้จากการขายสินค้า,"SKD จักรยาน MTB รุ่น RJC 24"" สีฟ้า",RJC24SB,10,1037,,คัน,"เทพเจริญทรัพย์, ร้าน"
account_invoice_1009048,11310 ลูกหนี้การค้าในประเทศ,976-48783,,2013-02-01,2013-02-01,90,41100 รายได้จากการขายสินค้า,"SKD จักรยาน MTB รุ่น RJC 24"" สีชมพู",RJC24P,10,1037,,คัน,"เทพเจริญทรัพย์, ร้าน"
account_invoice_1009051,11310 ลูกหนี้การค้าในประเทศ,976-48784,,2013-02-01,2013-02-01,10,41100 รายได้จากการขายสินค้า,"จักรยาน MEADOW FREESTYLE รุ่น HARO"" ชุบโครเมี่ยม",MHR20C,10,1377,,คัน,"เทพเจริญทรัพย์, ร้าน"
account_invoice_1009051,11310 ลูกหนี้การค้าในประเทศ,976-48784,,2013-02-01,2013-02-01,20,41100 รายได้จากการขายสินค้า,"จักรยาน MEADOW รุ่น CITY VINTAGE 24""x1 3/8 สีเหลือง",MCV24Y,3,1790,,คัน,"เทพเจริญทรัพย์, ร้าน"
account_invoice_1009051,11310 ลูกหนี้การค้าในประเทศ,976-48784,,2013-02-01,2013-02-01,30,41100 รายได้จากการขายสินค้า,"จักรยาน MEADOW รุ่น CITY VINTAGE 26""x1 3/8 สีเหลือง",MCV26Y,3,1890,,คัน,"เทพเจริญทรัพย์, ร้าน"
account_invoice_1009052,11310 ลูกหนี้การค้าในประเทศ,976-48785,,2013-02-01,2013-02-01,10,41100 รายได้จากการขายสินค้า,ไฟซิลิโคน FT-206D สีฟ้า,LGH005SB,11,77.27272727,,ชุด,Walk-in Customers
account_invoice_1009052,11310 ลูกหนี้การค้าในประเทศ,976-48785,,2013-02-01,2013-02-01,20,41100 รายได้จากการขายสินค้า,"จักรยาน MEADOW FIXGEAR 27"" รุ่น SUPRA สีขาว (YS701)",MSU27W,1,5900,,คัน,Walk-in Customers
account_invoice_1009052,11310 ลูกหนี้การค้าในประเทศ,976-48785,,2013-02-01,2013-02-01,30,41100 รายได้จากการขายสินค้า,อาน MTB รุ่น CRO สีแดง,SDLMTBR,7,100,,อัน,Walk-in Customers
account_invoice_1009053,11310 ลูกหนี้การค้าในประเทศ,976-48786,,2013-02-02,2013-02-02,10,41100 รายได้จากการขายสินค้า,"จักรยาน OPTIMA MTB ALLOY รุ่น NOVA 3000 Size M (17"") สีดำ ",OP13NV3000MK,3,8167,,คัน,ซุปเปอร์ทอยส์
account_invoice_1009053,11310 ลูกหนี้การค้าในประเทศ,976-48786,,2013-02-02,2013-02-02,20,41100 รายได้จากการขายสินค้า,"จักรยาน OPTIMA MTB ALLOY รุ่น NOVA 3000 Size S (15"") สีแดง",OP13NV3000SR,1,8167,,คัน,ซุปเปอร์ทอยส์
account_invoice_1009053,11310 ลูกหนี้การค้าในประเทศ,976-48786,,2013-02-02,2013-02-02,30,41100 รายได้จากการขายสินค้า,"จักรยาน OPTIMA MTB ALLOY รุ่น NOVA 3000 Size S (15"") สีดำ",OP13NV3000SK,1,8167,,คัน,ซุปเปอร์ทอยส์
account_invoice_1009053,11310 ลูกหนี้การค้าในประเทศ,976-48786,,2013-02-02,2013-02-02,40,41100 รายได้จากการขายสินค้า,"จักรยาน OPTIMA MTB ALLOY รุ่น NOVA 3000 Size S (15"") สีขาว",OP13NV3000SW,1,8167,,คัน,ซุปเปอร์ทอยส์
account_invoice_1009055,11310 ลูกหนี้การค้าในประเทศ,976-48787,,2013-02-02,2013-02-02,10,41100 รายได้จากการขายสินค้า,"จักรยานสามล้อ MEADOW รุ่น CITY LYNX 20"" 3W สีฟ้า",MC320SB,1,4485,,คัน,"เจริญจักรยาน,ขอนแก่น"
account_invoice_1009055,11310 ลูกหนี้การค้าในประเทศ,976-48787,,2013-02-02,2013-02-02,20,41100 รายได้จากการขายสินค้า,"จักรยานสามล้อ MEADOW รุ่น CITY LYNX 20"" 3W สีแดง",MC320R,1,4485,,คัน,"เจริญจักรยาน,ขอนแก่น"
account_invoice_1009056,11310 ลูกหนี้การค้าในประเทศ,976-48788,Sales: danupol,2013-02-02,2013-02-02,10,41100 รายได้จากการขายสินค้า,"จักรยานสามล้อ MEADOW รุ่น CITY LYNX 20"" 3W สีฟ้า",MC320SB,2,4485,,คัน,นงอะไหล่ยนต์ & คลังจักรยาน
account_invoice_1009056,11310 ลูกหนี้การค้าในประเทศ,976-48788,Sales: danupol,2013-02-02,2013-02-02,20,41100 รายได้จากการขายสินค้า,"จักรยานสามล้อ MEADOW รุ่น CITY LYNX 20"" 3W สีบรอนซ์",MC320S,2,4485,,คัน,นงอะไหล่ยนต์ & คลังจักรยาน
account_invoice_1009056,11310 ลูกหนี้การค้าในประเทศ,976-48788,Sales: danupol,2013-02-02,2013-02-02,30,41100 รายได้จากการขายสินค้า,"จักรยานสามล้อ MEADOW รุ่น CITY LYNX 20"" 3W สีชมพู",MC320P,2,4485,,คัน,นงอะไหล่ยนต์ & คลังจักรยาน
account_invoice_1009057,11310 ลูกหนี้การค้าในประเทศ,976-48789,,2013-02-02,2013-02-02,10,41100 รายได้จากการขายสินค้า,แฮนด์ MINI 20-24 สีบรอนซ์,SPK016,50,45,,อัน,อะหลั่ยกลการ
account_invoice_1009057,11310 ลูกหนี้การค้าในประเทศ,976-48789,,2013-02-02,2013-02-02,20,41100 รายได้จากการขายสินค้า,แฮนด์ SPORT 26 ชุบโครเมี่ยม FC-HB011,HDB012,20,34,,อัน,อะหลั่ยกลการ
account_invoice_1009057,11310 ลูกหนี้การค้าในประเทศ,976-48789,,2013-02-02,2013-02-02,30,41100 รายได้จากการขายสินค้า,"หลักอาน 8"" ชุบซิงค์",SPT008,10,77,,โหล,อะหลั่ยกลการ
account_invoice_1009057,11310 ลูกหนี้การค้าในประเทศ,976-48789,,2013-02-02,2013-02-02,40,41100 รายได้จากการขายสินค้า,"จักรยาน MEADOW FIXGEAR 27"" รุ่น SUPRA สีเขียว Pastel (YS7312)",MSU27GP,1,5592,,คัน,อะหลั่ยกลการ
account_invoice_1009057,11310 ลูกหนี้การค้าในประเทศ,976-48789,,2013-02-02,2013-02-02,50,41100 รายได้จากการขายสินค้า,"จักรยาน MEADOW FIXGEAR 27"" รุ่น SUPRA สีดำ (YS728)",MSU27K,1,5592,,คัน,อะหลั่ยกลการ
account_invoice_1009058,11310 ลูกหนี้การค้าในประเทศ,976-48790,Sales: pitoon,2013-02-02,2013-02-02,10,41100 รายได้จากการขายสินค้า,"จักรยานสามล้อ MEADOW รุ่น CITY LYNX 20"" 3W สีแดง",MC320R,1,4485,,คัน,"เจริญจักรยานดี, ขอนแก่น(เม้ง)"
account_invoice_1009058,11310 ลูกหนี้การค้าในประเทศ,976-48790,Sales: pitoon,2013-02-02,2013-02-02,20,41100 รายได้จากการขายสินค้า,"จักรยานสามล้อ MEADOW รุ่น CITY LYNX 20"" 3W สีฟ้า",MC320SB,1,4485,,คัน,"เจริญจักรยานดี, ขอนแก่น(เม้ง)"
account_invoice_1009059,11310 ลูกหนี้การค้าในประเทศ,976-48791,,2013-02-02,2013-02-02,10,41100 รายได้จากการขายสินค้า,"จักรยานสามล้อ MEADOW รุ่น CITY LYNX 20"" 3W สีฟ้า",MC320SB,3,4150,,คัน,แสงจันทร์
account_invoice_1009059,11310 ลูกหนี้การค้าในประเทศ,976-48791,,2013-02-02,2013-02-02,20,41100 รายได้จากการขายสินค้า,"จักรยานสามล้อ MEADOW รุ่น CITY LYNX 20"" 3W สีบรอนซ์",MC320S,6,4150,,คัน,แสงจันทร์
account_invoice_1009059,11310 ลูกหนี้การค้าในประเทศ,976-48791,,2013-02-02,2013-02-02,30,41100 รายได้จากการขายสินค้า,"จักรยานสามล้อ MEADOW รุ่น CITY LYNX 20"" 3W สีแดง",MC320R,2,4150,,คัน,แสงจันทร์
account_invoice_1009059,11310 ลูกหนี้การค้าในประเทศ,976-48791,,2013-02-02,2013-02-02,40,41100 รายได้จากการขายสินค้า,"จักรยานสามล้อ MEADOW รุ่น CITY LYNX 20"" 3W สีดำ",MC320K,2,4150,,คัน,แสงจันทร์
account_invoice_1009059,11310 ลูกหนี้การค้าในประเทศ,976-48791,,2013-02-02,2013-02-02,50,41100 รายได้จากการขายสินค้า,"จักรยานสามล้อ MEADOW รุ่น CITY LYNX 20"" 3W สีชมพู",MC320P,1,4150,,คัน,แสงจันทร์
account_invoice_1009061,11310 ลูกหนี้การค้าในประเทศ,976-48792,,2013-02-02,2013-02-02,10,41100 รายได้จากการขายสินค้า,"ชุดเล็ก 16"" MTB กลล. - คละสี ** ตัวถัง, ตะเกียบ, บังโคลนหล็ก + ขา, บังโซ่ (มีอัดแกน + ถ้วยคอ)",OEM-S-MTB-16S,50,250,,ชุด,แสงจันทร์
account_invoice_1009061,11310 ลูกหนี้การค้าในประเทศ,976-48792,,2013-02-02,2013-02-02,20,41100 รายได้จากการขายสินค้า,"วงล้อเหล็ก 24"" ชุบโครเมี่ยม ขึ้นซี่ลวด #14G พร้อมดุม 28 รู - หน้า/หลัง",KIT_RIM_24S_FR,50,165,,คู่,แสงจันทร์
account_invoice_1009061,11310 ลูกหนี้การค้าในประเทศ,976-48792,,2013-02-02,2013-02-02,30,41100 รายได้จากการขายสินค้า,อานโครงพลาสติก 24 ติดหลัก สีดำ,SDL034,50,31,,อัน,แสงจันทร์
account_invoice_1009061,11310 ลูกหนี้การค้าในประเทศ,976-48792,,2013-02-02,2013-02-02,40,41100 รายได้จากการขายสินค้า,"วงล้อเหล็ก 20"" ชุบโครเมี่ยม ขึ้นซี่ลวด #14G พร้อมดุม 28 รู - หน้า/หลัง",KIT_RIM_20S_FR,100,145,,คู่,แสงจันทร์
account_invoice_1009061,11310 ลูกหนี้การค้าในประเทศ,976-48792,,2013-02-02,2013-02-02,50,41100 รายได้จากการขายสินค้า,อานโครงพลาสติก 24 ติดหลัก สีดำ,SDL034,400,31,,อัน,แสงจันทร์
account_invoice_1009061,11310 ลูกหนี้การค้าในประเทศ,976-48792,,2013-02-02,2013-02-02,60,41100 รายได้จากการขายสินค้า,"บังโคลนเหล็ก MTB 20"" สีดำ (หน้า-หลัง) พร้อมขาดำ (282+282) และปะกับ",KIT_MUDGUARD_MTB_282K,50,50,,ชุด,แสงจันทร์
