id,name,description_sale,description_purchase,default_code,sale_ok,purchase_ok,type,procure_method,supply_method,list_price,cost_method,standard_price,categ_id,uom_id,uom_po_id,description,valuation,uos_id,uos_coeff,standard_price,list_price,qty_available
product_product_CKD007,"CKD จักรยาน MTB รุ่น RJC 24"" สีแดง",,,CKD007,TRUE,FALSE,Stockable Product,Make to Order,Manufacture,,Standard Price,,CKD,ชุด,ชุด,,Real Time (automated),,,1,1,
product_product_TYR031,ยางนอก VEE RUBBER 20 x 2.125 ลายเรียบ,,,TYR031,TRUE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,ยางนอก,เส้น,เส้น,,Real Time (automated),,,1,1,
product_product_CKD015,"CKD จักรยาน SWALLOW รุ่น CRUISER 24"" สีแดง",,,CKD015,TRUE,FALSE,Stockable Product,Make to Order,Manufacture,,Standard Price,,CKD,ชุด,ชุด,,Real Time (automated),,,1,1,
product_product_CKD027,"CKD จักรยานเด็ก SWALLOW รุ่น ANGEL 12"" สีแดง",,,CKD027,TRUE,FALSE,Stockable Product,Make to Order,Manufacture,,Standard Price,,CKD,ชุด,ชุด,,Real Time (automated),,,1,1,
product_product_KIT_OPC_165_52,ชุดขาจานเลื้อย ED 6.1/2 (165mm) + ชุดถ้วยซ้าย-ขวา + ลูกปืนพวง (9ชิ้น) กะโหลกใหญ่ + ใบจานเลื้อย 52T ชุบโครเมี่ยม,,,KIT_OPC_165_52,TRUE,FALSE,Stockable Product,Make to Order,Manufacture,,Standard Price,,KIT,ชุด,ชุด,,Real Time (automated),,,1,1,
product_product_BRK009,เบรคจาน 80มม. 1.0T ชุบดำ,,,BRK009,TRUE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,เบรค,อัน,อัน,,Real Time (automated),,,1,1,
product_product_CKD006,"CKD จักรยาน MTB รุ่น RJC 24"" สีดำ",,,CKD006,TRUE,FALSE,Stockable Product,Make to Order,Manufacture,,Standard Price,,CKD,ชุด,ชุด,,Real Time (automated),,,1,1,
product_product_OEM057,"ชุดใหญ่ 16""MTB-Y-Mono กลก. มีรูกระติกน้ำ แคนดี้ชมพู","ชุดใหญ่ 16""MTB-Y-Mono กลก. มีรูกระติกน้ำ แคนดี้ชมพู * ตังถัง, ตะเกียบ, อัดถ้วยคอ, แฮนด์รุ่น 20""พ่นสี + คอชุบดำ, ปลอกมือ, อานสี, บังโซ่นกหวีด, บันได, ล้อพ่วง, วงล้อสี, ชุดขาจานเลื้อยED 4.1/2 + ชุดถ้วย + ใบจาน 32T. (ไม่เอาบังโคลน+ขา)",,OEM057,TRUE,FALSE,Stockable Product,Make to Order,Manufacture,,Standard Price,,OEM,ชุด,ชุด,,Real Time (automated),,,1,1,
product_product_KIT_BRAKE_KID_12P,ชุดเบรคก้ามปู หน้า/หลัง ED พร้อมมือเบรคเด็ก 12-14 สีชมพู และสายเบรคสีดำ หน้า45/หลัง 85,,,KIT_BRAKE_KID_12P,TRUE,FALSE,Stockable Product,Make to Order,Manufacture,,Standard Price,,KIT,ชุด,ชุด,,Real Time (automated),,,1,1,
product_product_CKD008,"CKD จักรยาน MTB รุ่น RJC 24"" สีน้ำเงิน",,,CKD008,TRUE,FALSE,Stockable Product,Make to Order,Manufacture,,Standard Price,,CKD,ชุด,ชุด,,Real Time (automated),,,1,1,
product_product_BKT004B,"ตะกร้าหน้า MTB 24"" สีดำ (เฉพาะตะกร้าและปะกับ)",,,BKT004B,TRUE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,ตะกร้า,ใบ,ใบ,,Real Time (automated),,,1,1,
product_product_CKD033,"CKD จักรยานเด็ก SWALLOW รุ่น ANGEL 16"" สีแดง",,,CKD033,TRUE,FALSE,Stockable Product,Make to Order,Manufacture,,Standard Price,,CKD,ชุด,ชุด,,Real Time (automated),,,1,1,
product_product_CKD030,"CKD จักรยานเด็ก SWALLOW รุ่น ANGEL 14"" สีแดง",,,CKD030,TRUE,FALSE,Stockable Product,Make to Order,Manufacture,,Standard Price,,CKD,ชุด,ชุด,,Real Time (automated),,,1,1,
product_product_KIT_HUB_3240U,ชุดดุมเหล็ก หน้า 32 รู / หลัง 40 รู ชุบซิงค์,,,KIT_HUB_3240U,TRUE,FALSE,Stockable Product,Make to Order,Manufacture,,Standard Price,,KIT,ชุด,ชุด,,Real Time (automated),,,1,1,
product_product_SPK026,"ซี่ลวดเหล็ก 14G*242มม. (24"") ชุบซิงค์ พร้อมหัวซี่ลวดขึ้นมือ",,,SPK026,TRUE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,ซี่ลวด,กุรุส,กุรุส,,Real Time (automated),,,1,1,
