id,name,description_sale,description_purchase,default_code,sale_ok,purchase_ok,type,procure_method,supply_method,list_price,cost_method,standard_price,categ_id,uom_id,uom_po_id,description,valuation,uos_id,uos_coeff,standard_price,list_price,qty_available
product_product_KIT_HAND_MINI_14B,ชุดแฮนด์ MINI 12-14 สีฟ้า + คอ MTB 60mm  สีฟ้า,,,KIT_HAND_MINI_14B,TRUE,FALSE,Stockable Product,Make to Order,Manufacture,,Standard Price,,KIT,ชุด,ชุด,,Real Time (automated),,,1,1,
product_product_KIT_HAND_MINI_14P,ชุดแฮนด์ MINI 12-14 สีชมพู  + คอ MTB 60mm  สีชมพู,,,KIT_HAND_MINI_14P,TRUE,FALSE,Stockable Product,Make to Order,Manufacture,,Standard Price,,KIT,ชุด,ชุด,,Real Time (automated),,,1,1,
product_product_KIT_HAND_MINI_16R,ชุดแฮนด์ MINI 16 สีแดง + คอ MTB 60mm  สีแดง,,,KIT_HAND_MINI_16R,TRUE,FALSE,Stockable Product,Make to Order,Manufacture,,Standard Price,,KIT,ชุด,ชุด,,Real Time (automated),,,1,1,
product_product_KIT_HAND_MINI_16X,ชุดแฮนด์ MINI 16 คละสี + คอ MTB 60mm  คละสี,,,KIT_HAND_MINI_16X,TRUE,FALSE,Stockable Product,Make to Order,Manufacture,,Standard Price,,KIT,ชุด,ชุด,,Real Time (automated),,,1,1,
product_product_KIT_HAND_MINI_26C,ชุดแฮนด์ SPORT 26 ชุบโครเมี่ยม พร้อมคอ SPORT ชุบโครเมี่ยม,,,KIT_HAND_MINI_26C,TRUE,FALSE,Stockable Product,Make to Order,Manufacture,,Standard Price,,KIT,ชุด,ชุด,,Real Time (automated),,,1,1,
product_product_KIT_HAND_MTB_16O,"ชุดแฮนด์ปีกนก MTB 16"" สีสะท้อนแสง สีส้ม + คอ MTB 60mm ชุบดำ",,,KIT_HAND_MTB_16O,TRUE,FALSE,Stockable Product,Make to Order,Manufacture,,Standard Price,,KIT,ชุด,ชุด,,Real Time (automated),,,1,1,
product_product_KIT_HAND_MTB_16Y,"ชุดแฮนด์ปีกนก MTB 16"" สีสะท้อนแสง สีเหลือง + คอ MTB 60mm ชุบดำ",,,KIT_HAND_MTB_16Y,TRUE,FALSE,Stockable Product,Make to Order,Manufacture,,Standard Price,,KIT,ชุด,ชุด,,Real Time (automated),,,1,1,
product_product_KIT_HAND_MTB_24O,"ชุดแฮนด์ปีกนก MTB 24"" สีสะท้อนแสง สีส้ม + คอ MTB  80mm ชุบดำ",,,KIT_HAND_MTB_24O,TRUE,FALSE,Stockable Product,Make to Order,Manufacture,,Standard Price,,KIT,ชุด,ชุด,,Real Time (automated),,,1,1,
product_product_KIT_HAND_MTB_24Y,"ชุดแฮนด์ปีกนก MTB 24"" สีสะท้อนแสง สีเหลือง + คอ MTB  80mm ชุบดำ",,,KIT_HAND_MTB_24Y,TRUE,FALSE,Stockable Product,Make to Order,Manufacture,,Standard Price,,KIT,ชุด,ชุด,,Real Time (automated),,,1,1,
product_product_KIT_HUB_1614U,ชุดดุมเหล็ก หน้า/หลัง 16 รู #14 ชุบซิงค์,,,KIT_HUB_1614U,TRUE,FALSE,Stockable Product,Make to Stock,Manufacture,,Standard Price,,KIT,คู่,คู่,,Real Time (automated),,,1,1,
product_product_KIT_HUB_2010U,ชุดดุมเหล็ก หน้า/หลัง 20 รู #10 ชุบซิงค์,,,KIT_HUB_2010U,TRUE,FALSE,Stockable Product,Make to Stock,Manufacture,,Standard Price,,KIT,คู่,คู่,,Real Time (automated),,,1,1,
product_product_KIT_HUB_2014U,ชุดดุมเหล็ก หน้า/หลัง 20 รู #14 ชุบซิงค์,,,KIT_HUB_2014U,TRUE,FALSE,Stockable Product,Make to Stock,Manufacture,,Standard Price,,KIT,คู่,คู่,,Real Time (automated),,,1,1,
product_product_KIT_HUB_2810U,ชุดดุมเหล็ก หน้า/หลัง 28 รู #10 ชุบซิงค์,,,KIT_HUB_2810U,TRUE,FALSE,Stockable Product,Make to Stock,Manufacture,,Standard Price,,KIT,คู่,คู่,,Real Time (automated),,,1,1,
product_product_KIT_HUB_36U,ชุดดุมเหล็ก หน้า/หลัง 36 รู ชุบซิงค์,,,KIT_HUB_36U,TRUE,FALSE,Stockable Product,Make to Stock,Manufacture,,Standard Price,,KIT,คู่,คู่,,Real Time (automated),,,1,1,
product_product_KIT_MUDGUARD_MINI_275K,"บังโคลนเหล็ก MINI 20"" สีดำ (หน้า-หลัง) พร้อมขาชุบดำ (275+275) และปะกับ",,,KIT_MUDGUARD_MINI_275K,TRUE,FALSE,Stockable Product,Make to Stock,Manufacture,,Standard Price,,KIT,ชุด,ชุด,,Real Time (automated),,,1,1,
product_product_KIT_MUDGUARD_MINI_323K,"บังโคลนเหล็ก MINI 24"" สีดำ (หน้า-หลัง) พร้อมขาชุบดำ (323+323) และปะกับ",,,KIT_MUDGUARD_MINI_323K,TRUE,FALSE,Stockable Product,Make to Stock,Manufacture,,Standard Price,,KIT,ชุด,ชุด,,Real Time (automated),,,1,1,
product_product_KIT_MUDGUARD_MTB_300K,"บังโคลนเหล็ก MTB 24"" สีดำ (หน้า-หลัง) พร้อมขาชุบดำ (300+300) และปะกับ",,,KIT_MUDGUARD_MTB_300K,TRUE,FALSE,Stockable Product,Make to Stock,Manufacture,,Standard Price,,KIT,ชุด,ชุด,,Real Time (automated),,,1,1,
product_product_KIT_MUDGUARD_MTB_328S,"บังโคลนเหล็ก MTB 24"" สีบรอนซ์ (หน้า-หลัง) พร้อมขาดำ (328+328) และปะกับ",,,KIT_MUDGUARD_MTB_328S,TRUE,FALSE,Stockable Product,Make to Stock,Manufacture,,Standard Price,,KIT,ชุด,ชุด,,Real Time (automated),,,1,1,
product_product_KIT_MUDGUARD_MTB_354K,"บังโคลนเหล็ก MTB 26"" สีดำ (หน้า-หลัง) พร้อมขาชุบดำ (354+354) และปะกับ",,,KIT_MUDGUARD_MTB_354K,TRUE,FALSE,Stockable Product,Make to Stock,Manufacture,,Standard Price,,KIT,ชุด,ชุด,,Real Time (automated),,,1,1,
product_product_KIT_OPC_114,ชุดขาจานเลื้อย ED 4.1/2 (114mm) + ชุดถ้วยซ้าย-ขวา + ลูกปืนพวง (9ชิ้น) กะโหลกกลาง+ ใบจานเลื้อย 32T UCP,,,KIT_OPC_114,TRUE,FALSE,Stockable Product,Make to Order,Manufacture,,Standard Price,,KIT,ชุด,ชุด,,Real Time (automated),,,1,1,
product_product_KIT_RIM_20A_FR,"วงล้ออัลลอย 20""  ขึ้นซี่ลวด #14G พร้อมดุม 28 รู UCP - หน้า/หลัง",,,KIT_RIM_20A_FR,TRUE,FALSE,Stockable Product,Make to Order,Manufacture,,Standard Price,,KIT,ชุด,ชุด,,Real Time (automated),,,1,1,
product_product_KIT_RIM_24A_RR,"วงล้ออัลลอย 24""  ขึ้นซี่ลวด #14G พร้อมดุม 36 รู UCP - หลัง/หลัง",,,KIT_RIM_24A_RR,TRUE,FALSE,Stockable Product,Make to Order,Manufacture,,Standard Price,,KIT,ชุด,ชุด,,Real Time (automated),,,1,1,
product_product_MML20R,"จักรยาน MEADOW FOLDING รุ่น MOVE LITE 20"" MY11 สีแดง",,,MML20R,TRUE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,Meadow,คัน,คัน,,Real Time (automated),,,1,1,
product_product_MPS20SB,"จักรยาน MEADOW MTB รุ่น POWERSHOT 20"" MY10 สีฟ้า/บรอนซ์",,,MPS20SB,TRUE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,Meadow,คัน,คัน,,Real Time (automated),,,1,1,
product_product_MSA24R,"จักรยาน MEADOW MTB รุ่น SUPER STORM 24"" A-FRAME สีแดง",,,MSA24R,TRUE,FALSE,Stockable Product,Make to Stock,Manufacture,,Standard Price,,Meadow,คัน,คัน,,Real Time (automated),,,1,1,
product_product_MSA24Y,"จักรยาน MEADOW MTB รุ่น SUPER STORM 24"" A-FRAME สีเหลือง",,,MSA24Y,TRUE,FALSE,Stockable Product,Make to Stock,Manufacture,,Standard Price,,Meadow,คัน,คัน,,Real Time (automated),,,1,1,
product_product_OEM020,"ชุดเล็ก 20""MINI-Y-สปอยเลอร์ กลญ. มุกดำ * ตัวถัง, ตะเกียบ, บังโคลน, บังโซ่นกหวีด, บังล้อ, ถุงอะไหล่.",,,OEM020,TRUE,FALSE,Stockable Product,Make to Order,Manufacture,,Standard Price,,OEM,ชุด,ชุด,,Real Time (automated),,,1,1,
product_product_OEM021,"ชุดเล็ก 20""MINI-Y-สปอยเลอร์ กลญ. มุกแดง* ตัวถัง, ตะเกียบ, บังโคลน, บังโซ่นกหวีด, บังล้อ, ถุงอะไหล่.",,,OEM021,TRUE,FALSE,Stockable Product,Make to Order,Manufacture,,Standard Price,,OEM,ชุด,ชุด,,Real Time (automated),,,1,1,
product_product_OEM025,"ชุดเล็ก 24""MINI-Y-สปอยเลอร์ กลญ. มุกดำ * ตัวถัง, ตะเกียบ, บังโคลน, บังโซ่นกหวีด, บังล้อ, ถุง4อะไหล่.",,,OEM025,TRUE,FALSE,Stockable Product,Make to Order,Manufacture,,Standard Price,,OEM,ชุด,ชุด,,Real Time (automated),,,1,1,
product_product_OEM026,"ชุดเล็ก 24""MINI-Y-สปอยเลอร์ กลญ. มุกแดง* ตัวถัง, ตะเกียบ, บังโคลน, บังโซ่นกหวีด, บังล้อ, ถุงอะไหล่.",,,OEM026,TRUE,FALSE,Stockable Product,Make to Order,Manufacture,,Standard Price,,OEM,ชุด,ชุด,,Real Time (automated),,,1,1,
product_product_OEM027,"ชุดเล็ก 24""MINI-Y-สปอยเลอร์ กลญ. มุกน้ำเงิน* ตัวถัง, ตะเกียบ, บังโคลน, บังโซ่นกหวีด, บังล้อ, ถุงอะไหล่.",,,OEM027,TRUE,FALSE,Stockable Product,Make to Order,Manufacture,,Standard Price,,OEM,ชุด,ชุด,,Real Time (automated),,,1,1,
product_product_OEM101,"ชุดใหญ่ 24""MTB-RJC กลญ. แคนดี้ดำ *ตัวถัง, ตะเกียบ, แฮนด์ปีกนก+คอ, ปลอกมือ, อานดำ, บังโคลนเหล็ก+ขา, บันได, ขาตั้ง, วงล้อ, ชุดขาจานเลื้อยED 6.1/2 + ชุดถ้วย + ใบจาน 44T, บังจาน 5 รู 44T.","ชุดใหญ่ 24""MTB-RJC กลญ. แคนดี้ดำ *ตัวถัง, ตะเกียบ, แฮนด์ปีกนก+คอ, ปลอกมือ, อานดำ, บังโคลนเหล็ก+ขา, บันได, ขาตั้ง, วงล้อ, ชุดขาจานเลื้อยED 6.1/2 + ชุดถ้วย + ใบจาน 44T, บังจาน 5 รู 44T.",,OEM101,TRUE,FALSE,Stockable Product,Make to Order,Manufacture,,Standard Price,,OEM,ชุด,ชุด,,Real Time (automated),,,1,1,
product_product_OEM102,"ชุดใหญ่ 24""MTB-RJC กลญ. แคนดี้แดง *ตัวถัง, ตะเกียบ, แฮนด์ปีกนก+คอ, ปลอกมือ, อานดำ, บังโคลนเหล็ก+ขา, บันได, ขาตั้ง, วงล้อ, ชุดขาจานเลื้อยED 6.1/2 + ชุดถ้วย + ใบจาน 44T, บังจาน 5 รู 44T.","ชุดใหญ่ 24""MTB-RJC กลญ. แคนดี้แดง *ตัวถัง, ตะเกียบ, แฮนด์ปีกนก+คอ, ปลอกมือ, อานดำ, บังโคลนเหล็ก+ขา, บันได, ขาตั้ง, วงล้อ, ชุดขาจานเลื้อยED 6.1/2 + ชุดถ้วย + ใบจาน 44T, บังจาน 5 รู 44T.",,OEM102,TRUE,FALSE,Stockable Product,Make to Order,Manufacture,,Standard Price,,OEM,ชุด,ชุด,,Real Time (automated),,,1,1,
product_product_OEM103,"ชุดใหญ่ 24""MTB-RJC กลญ. แคนดี้น้ำเงิน *ตัวถัง, ตะเกียบ, แฮนด์ปีกนก+คอ, ปลอกมือ, อานดำ, บังโคลนเหล็ก+ขา, บันได, ขาตั้ง, วงล้อ, ชุดขาจานเลื้อยED 6.1/2 + ชุดถ้วย + ใบจาน 44T, บังจาน 5 รู 44T.","ชุดใหญ่ 24""MTB-RJC กลญ. แคนดี้น้ำเงิน *ตัวถัง, ตะเกียบ, แฮนด์ปีกนก+คอ, ปลอกมือ, อานดำ, บังโคลนเหล็ก+ขา, บันได, ขาตั้ง, วงล้อ, ชุดขาจานเลื้อยED 6.1/2 + ชุดถ้วย + ใบจาน 44T, บังจาน 5 รู 44T.",,OEM103,TRUE,FALSE,Stockable Product,Make to Order,Manufacture,,Standard Price,,OEM,ชุด,ชุด,,Real Time (automated),,,1,1,
product_product_OEM_YEAGLE_20_B,"ชุดใหญ่ 20""MINI-Y-Eagle กลญ. มุกน้ำเงิน ** ตัวถัง, ตะเกียบ, ถุงอะไหล่, บังโคลน, บังโซ่นกหวีด, บังล้อ, แฮนด์ + คอห่าน ชุบ, บันได, วงล้อเหล็ก, พักเท้า, ขาเบาะ, ขาตะกร้า, ชุดขาจานเลื้อยED 5.1/2 + ชุดถ้วย 7 ชิ้น + ใบจาน44T **","ชุดใหญ่ 20""MINI-Y-Eagle กลญ. มุกน้ำเงิน ** ตัวถัง, ตะเกียบ, ถุงอะไหล่, บังโคลน, บังโซ่นกหวีด, บังล้อ, แฮนด์ + คอห่าน ชุบ, บันได, วงล้อเหล็ก, พักเท้า, ขาเบาะ, ขาตะกร้า, ชุดขาจานเลื้อยED 5.1/2 + ชุดถ้วย 7 ชิ้น + ใบจาน44T **",,OEM_YEAGLE_20_B,TRUE,FALSE,Stockable Product,Make to Order,Manufacture,,Standard Price,,OEM,ชุด,ชุด,,Real Time (automated),,,1,1,
product_product_OEM_YEAGLE_20_P,"ชุดใหญ่ 20""MINI-Y-Eagle กลญ. มุกชมพู ** ตัวถัง, ตะเกียบ, ถุงอะไหล่, บังโคลน, บังโซ่นกหวีด, บังล้อ, แฮนด์ + คอห่าน ชุบ, บันได, วงล้อเหล็ก, พักเท้า, ขาเบาะ, ขาตะกร้า, ชุดขาจานเลื้อยED 5.1/2 + ชุดถ้วย 7 ชิ้น + ใบจาน44T **","ชุดใหญ่ 20""MINI-Y-Eagle กลญ. มุกชมพู ** ตัวถัง, ตะเกียบ, ถุงอะไหล่, บังโคลน, บังโซ่นกหวีด, บังล้อ, แฮนด์ + คอห่าน ชุบ, บันได, วงล้อเหล็ก, พักเท้า, ขาเบาะ, ขาตะกร้า, ชุดขาจานเลื้อยED 5.1/2 + ชุดถ้วย 7 ชิ้น + ใบจาน44T **",,OEM_YEAGLE_20_P,TRUE,FALSE,Stockable Product,Make to Order,Manufacture,,Standard Price,,OEM,ชุด,ชุด,,Real Time (automated),,,1,1,
product_product_OEM_YEAGLE_20_R,"ชุดใหญ่ 20""MINI-Y-Eagle กลญ. มุกแดง ** ตัวถัง, ตะเกียบ, ถุงอะไหล่, บังโคลน, บังโซ่นกหวีด, บังล้อ, แฮนด์ + คอห่าน ชุบ, บันได, วงล้อเหล็ก, พักเท้า, ขาเบาะ, ขาตะกร้า, ชุดขาจานเลื้อยED 5.1/2 + ชุดถ้วย 7 ชิ้น + ใบจาน44T **","ชุดใหญ่ 20""MINI-Y-Eagle กลญ. มุกแดง ** ตัวถัง, ตะเกียบ, ถุงอะไหล่, บังโคลน, บังโซ่นกหวีด, บังล้อ, แฮนด์ + คอห่าน ชุบ, บันได, วงล้อเหล็ก, พักเท้า, ขาเบาะ, ขาตะกร้า, ชุดขาจานเลื้อยED 5.1/2 + ชุดถ้วย 7 ชิ้น + ใบจาน44T **",,OEM_YEAGLE_20_R,TRUE,FALSE,Stockable Product,Make to Order,Manufacture,,Standard Price,,OEM,ชุด,ชุด,,Real Time (automated),,,1,1,
product_product_OEM_YEAGLE_24_B,"ชุดใหญ่ 24""MINI-Y-Eagle กลญ. มุกน้ำเงิน ** ตัวถัง, ตะเกียบ, ถุงอะไหล่, บังโคลน, บังโซ่นกหวีด, บังล้อสี, แฮนด์ + คอห่าน ชุบ, บันได, วงล้อเหล็ก, พักเท้า, ขาเบาะ, ขาตะกร้า, ชุดขาจานเลื้อยED6.1/2 + ชุดถ้วย 7 ชิ้น + ใบจาน44T **","ชุดใหญ่ 24""MINI-Y-Eagle กลญ. มุกน้ำเงิน ** ตัวถัง, ตะเกียบ, ถุงอะไหล่, บังโคลน, บังโซ่นกหวีด, บังล้อสี, แฮนด์ + คอห่าน ชุบ, บันได, วงล้อเหล็ก, พักเท้า, ขาเบาะ, ขาตะกร้า, ชุดขาจานเลื้อยED6.1/2 + ชุดถ้วย 7 ชิ้น + ใบจาน44T **",,OEM_YEAGLE_24_B,TRUE,FALSE,Stockable Product,Make to Order,Manufacture,,Standard Price,,OEM,ชุด,ชุด,,Real Time (automated),,,1,1,
product_product_OEM_YEAGLE_24_P,"ชุดใหญ่ 24""MINI-Y-Eagle กลญ. มุกชมพู ** ตัวถัง, ตะเกียบ, ถุงอะไหล่, บังโคลน, บังโซ่นกหวีด, บังล้อสี, แฮนด์ + คอห่าน ชุบ, บันได, วงล้อเหล็ก, พักเท้า, ขาเบาะ, ขาตะกร้า, ชุดขาจานเลื้อยED6.1/2 + ชุดถ้วย 7 ชิ้น + ใบจาน44T **","ชุดใหญ่ 24""MINI-Y-Eagle กลญ. มุกชมพู ** ตัวถัง, ตะเกียบ, ถุงอะไหล่, บังโคลน, บังโซ่นกหวีด, บังล้อสี, แฮนด์ + คอห่าน ชุบ, บันได, วงล้อเหล็ก, พักเท้า, ขาเบาะ, ขาตะกร้า, ชุดขาจานเลื้อยED6.1/2 + ชุดถ้วย 7 ชิ้น + ใบจาน44T **",,OEM_YEAGLE_24_P,TRUE,FALSE,Stockable Product,Make to Order,Manufacture,,Standard Price,,OEM,ชุด,ชุด,,Real Time (automated),,,1,1,
product_product_OEM_YEAGLE_24_R,"ชุดใหญ่ 24""MINI-Y-Eagle กลญ. มุกแดง ** ตัวถัง, ตะเกียบ, ถุงอะไหล่, บังโคลน, บังโซ่นกหวีด, บังล้อสี, แฮนด์ + คอห่าน ชุบ, บันได, วงล้อเหล็ก, พักเท้า, ขาเบาะ, ขาตะกร้า, ชุดขาจานเลื้อยED6.1/2 + ชุดถ้วย 7 ชิ้น + ใบจาน44T **","ชุดใหญ่ 24""MINI-Y-Eagle กลญ. มุกแดง ** ตัวถัง, ตะเกียบ, ถุงอะไหล่, บังโคลน, บังโซ่นกหวีด, บังล้อสี, แฮนด์ + คอห่าน ชุบ, บันได, วงล้อเหล็ก, พักเท้า, ขาเบาะ, ขาตะกร้า, ชุดขาจานเลื้อยED6.1/2 + ชุดถ้วย 7 ชิ้น + ใบจาน44T **",,OEM_YEAGLE_24_R,TRUE,FALSE,Stockable Product,Make to Order,Manufacture,,Standard Price,,OEM,ชุด,ชุด,,Real Time (automated),,,1,1,
product_product_RIM002,"วงล้อเหล็ก 12"" สีชมพู HB-2A",,,RIM002,TRUE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,วงล้อ,คู่,คู่,,Real Time (automated),,,1,1,
product_product_RIM004,"วงล้อเหล็ก 12"" สีแดง #TJSR",,,RIM004,TRUE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,วงล้อ,คู่,คู่,,Real Time (automated),,,1,1,
product_product_RIM005,"วงล้อเหล็ก 12"" สีแดง HB-2A",,,RIM005,TRUE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,วงล้อ,คู่,คู่,,Real Time (automated),,,1,1,
product_product_RIM008,"วงล้อเหล็ก 12"" สีน้ำเงิน HB-2A",,,RIM008,TRUE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,วงล้อ,คู่,คู่,,Real Time (automated),,,1,1,
product_product_RIM011,"วงล้อเหล็ก 14"" สีชมพู HB-2A",,,RIM011,TRUE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,วงล้อ,คู่,คู่,,Real Time (automated),,,1,1,
product_product_RIM014,"วงล้อเหล็ก 14"" สีแดง HB-2A",,,RIM014,TRUE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,วงล้อ,คู่,คู่,,Real Time (automated),,,1,1,
product_product_RIM017,"วงล้อเหล็ก 14"" สีน้ำเงิน HB-2A",,,RIM017,TRUE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,วงล้อ,คู่,คู่,,Real Time (automated),,,1,1,
product_product_RIM020,"วงล้อเหล็ก 16"" สีชมพู HB-2A",,,RIM020,TRUE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,วงล้อ,คู่,คู่,,Real Time (automated),,,1,1,
product_product_RIM023,"วงล้อเหล็ก 16"" สีแดง HB-2A",,,RIM023,TRUE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,วงล้อ,คู่,คู่,,Real Time (automated),,,1,1,
product_product_RIM030,"วงล้อเหล็ก 20""*14G*28H ชบโครเมี่ยม #TJSR",,,RIM030,TRUE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,วงล้อ,คู่,คู่,,Real Time (automated),,,1,1,
product_product_RIM036,"วงล้อเหล็ก 24"" ชบโครเมี่ยม #TJSR",,,RIM036,TRUE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,วงล้อ,คู่,คู่,,Real Time (automated),,,1,1,
product_product_SCP001,เศษเหล็ก,,,SCP001,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,MISC,กก.,กก.,,Real Time (automated),,,1,1,
product_product_SCP002,รายได้อื่น ๆ,,,SCP002,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,MISC,อัน,อัน,,Real Time (automated),,,1,1,
product_product_SCP002X,เศษเหล็ก ขี้กลึง,,,SCP002X,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,MISC,กก.,กก.,,Real Time (automated),,,1,1,
product_product_SPK016,"ซี่ลวดเหล็ก 14G*123มม. (14"") ชุบซิงค์ พร้อมหัวซี่ลวดขึ้นมือ #ZL",,,SPK016,TRUE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,ซี่ลวด,กุรุส,กุรุส,,Real Time (automated),,,1,1,
product_product_STD001,ขาตั้งโชว์จักรยาน,,,STD001,TRUE,FALSE,Stockable Product,Make to Stock,Manufacture,,Standard Price,,ขาตั้ง,อัน,อัน,,Real Time (automated),,,1,1,
product_product_XRC16B,"SKD จักรยานเด็ก รุ่น RACING 16"" สีน้ำเงิน",,,XRC16B,TRUE,TRUE,Stockable Product,Make to Stock,Buy,,Standard Price,,SKD,คัน,คัน,,Real Time (automated),,,1,1,
