id,partner_id,partner_invoice_id,partner_shipping_id,name,date_order,pricelist_id/id,order_line/sequence,order_line/type,order_line/name,order_line/product_id,order_line/product_uom_qty,order_line/salesman_id/id,order_line/price_unit,order_line/product_uom
sale_order_1006265,ข่วงสิงห์ไบร์ เชียงใหม่,ข่วงสิงห์ไบร์ เชียงใหม่,ข่วงสิงห์ไบร์ เชียงใหม่,1003960,2013-01-08,product.list0,10,from stock,** ส่งของที่สุพรรณ **,MUL26RV2,2,base.user_root,5259,คัน
sale_order_1006265,ข่วงสิงห์ไบร์ เชียงใหม่,ข่วงสิงห์ไบร์ เชียงใหม่,ข่วงสิงห์ไบร์ เชียงใหม่,1003960,2013-01-08,product.list0,20,from stock,** ส่งของที่สุพรรณ **,MUL26KV2,2,base.user_root,5259,คัน
sale_order_1006265,ข่วงสิงห์ไบร์ เชียงใหม่,ข่วงสิงห์ไบร์ เชียงใหม่,ข่วงสิงห์ไบร์ เชียงใหม่,1003960,2013-01-08,product.list0,30,from stock,** ส่งของที่สุพรรณ **,MUL26WV2,2,base.user_root,5259,คัน
sale_order_1006152,กิจเจริญ (เลย),กิจเจริญ (เลย),กิจเจริญ (เลย),1003847,2012-12-28,product.list0,10,from stock,** ราคาเนต,MUL26WV2,1,base.user_root,5100,คัน
sale_order_1006128,ซ.สหยนต์,ซ.สหยนต์,ซ.สหยนต์,1003823,2012-12-26,product.list0,10,from stock,N/A,MUL26KV2,1,base.user_root,5259,คัน
sale_order_1006128,ซ.สหยนต์,ซ.สหยนต์,ซ.สหยนต์,1003823,2012-12-26,product.list0,20,from stock,N/A,MUL26WV2,1,base.user_root,5259,คัน
sale_order_1005852,"แฟ็ตฟรี, ร้านจักรยาน","แฟ็ตฟรี, ร้านจักรยาน","แฟ็ตฟรี, ร้านจักรยาน",1003547,2012-12-06,product.list0,10,from stock,** ราคาเนต **,MUL26RV2,1,base.user_root,5100,คัน
sale_order_1005455,"เทพเจริญทรัพย์, ร้าน","เทพเจริญทรัพย์, ร้าน","เทพเจริญทรัพย์, ร้าน",1003150,2012-11-02,product.list0,20,from stock,** มีตะกร้า ** ไม่เอาฟรีไต้หวัน ** ส่งวันที่ 1/12/55 nobox,JXG12B,20,base.user_root,814,คัน
sale_order_1006217,กิจเจริญ (เลย),กิจเจริญ (เลย),กิจเจริญ (เลย),1003912,2013-01-05,product.list0,10,from stock,** มีตะกร้า **,JXG12B,4,base.user_root,850,คัน
sale_order_1006181,เสมอการช่าง,เสมอการช่าง,เสมอการช่าง,1003876,2013-01-04,product.list0,30,from stock,** ไม่เอาตะแกรีงท้าย **,JXG12R,10,base.user_root,755,คัน
sale_order_1006181,เสมอการช่าง,เสมอการช่าง,เสมอการช่าง,1003876,2013-01-04,product.list0,40,from stock,** ไม่เอาตะแกรงท้าย ** ราคาเนต **,JXG12B,10,base.user_root,755,คัน
sale_order_1006181,เสมอการช่าง,เสมอการช่าง,เสมอการช่าง,1003876,2013-01-04,product.list0,50,from stock,** ไม่เอาตะแกรงท้าย ** ราคาเนต **,JXG12P,10,base.user_root,755,คัน
sale_order_1006175,ชินรักษ์,ชินรักษ์,ชินรักษ์,1003870,2013-01-03,product.list0,10,from stock,N/A,JXG12P,10,base.user_root,777,คัน
sale_order_1006175,ชินรักษ์,ชินรักษ์,ชินรักษ์,1003870,2013-01-03,product.list0,20,from stock,N/A,JXG12B,10,base.user_root,777,คัน
sale_order_1006175,ชินรักษ์,ชินรักษ์,ชินรักษ์,1003870,2013-01-03,product.list0,30,from stock,N/A,JXG12R,10,base.user_root,777,คัน
sale_order_1005707,เจ.เซอร์วิส,เจ.เซอร์วิส,เจ.เซอร์วิส,1003402,2012-11-26,product.list0,40,from stock,N/A,JXG12B,10,base.user_root,777,คัน
sale_order_1005707,เจ.เซอร์วิส,เจ.เซอร์วิส,เจ.เซอร์วิส,1003402,2012-11-26,product.list0,20,from stock,N/A,JXG12R,6,base.user_root,777,คัน
sale_order_1006151,กิจเจริญ (เลย),กิจเจริญ (เลย),กิจเจริญ (เลย),1003846,2012-12-28,product.list0,30,from stock,** มีตะกร้า **,JXG12R,4,base.user_root,840,คัน
sale_order_1006129,"สินสุนันท์, ร้าน","สินสุนันท์, ร้าน","สินสุนันท์, ร้าน",1003824,2012-12-26,product.list0,10,from stock,N/A,JXG12R,10,base.user_root,777,คัน
sale_order_1006129,"สินสุนันท์, ร้าน","สินสุนันท์, ร้าน","สินสุนันท์, ร้าน",1003824,2012-12-26,product.list0,20,from stock,N/A,JXG12B,10,base.user_root,777,คัน
sale_order_1006129,"สินสุนันท์, ร้าน","สินสุนันท์, ร้าน","สินสุนันท์, ร้าน",1003824,2012-12-26,product.list0,30,from stock,N/A,JXG12P,10,base.user_root,777,คัน
sale_order_1005860,"เจริญจักรยาน, ราชบุรี","เจริญจักรยาน, ราชบุรี","เจริญจักรยาน, ราชบุรี",1003555,2012-12-06,product.list0,30,from stock,** มีตะกร้า **,JXG12P,10,base.user_root,812,คัน
sale_order_1005860,"เจริญจักรยาน, ราชบุรี","เจริญจักรยาน, ราชบุรี","เจริญจักรยาน, ราชบุรี",1003555,2012-12-06,product.list0,20,from stock,** มีตะกร้า **,JXG12B,10,base.user_root,812,คัน
sale_order_1005860,"เจริญจักรยาน, ราชบุรี","เจริญจักรยาน, ราชบุรี","เจริญจักรยาน, ราชบุรี",1003555,2012-12-06,product.list0,10,from stock,** มีตะกร้า **,JXG12R,10,base.user_root,812,คัน
sale_order_1006029,ไทยฮวด,ไทยฮวด,ไทยฮวด,1003724,2012-12-19,product.list0,10,from stock,N/A,JXG12R,20,base.user_root,777,คัน
sale_order_1006029,ไทยฮวด,ไทยฮวด,ไทยฮวด,1003724,2012-12-19,product.list0,20,from stock,N/A,JXG12B,20,base.user_root,777,คัน
sale_order_1005887,ซุปเปอร์ทอยส์,ซุปเปอร์ทอยส์,ซุปเปอร์ทอยส์,1003582,2012-12-10,product.list0,50,from stock,N/A,JXG12B,24,base.user_root,777,คัน
sale_order_1005887,ซุปเปอร์ทอยส์,ซุปเปอร์ทอยส์,ซุปเปอร์ทอยส์,1003582,2012-12-10,product.list0,40,from stock,N/A,JXG12R,26,base.user_root,777,คัน
sale_order_1005943,จ.จักรยาน,จ.จักรยาน,จ.จักรยาน,1003638,2012-12-13,product.list0,120,from stock,** ยางไทย **,JXG12P,4,base.user_root,830,คัน
sale_order_1005943,จ.จักรยาน,จ.จักรยาน,จ.จักรยาน,1003638,2012-12-13,product.list0,110,from stock,** ยางไทย **,JXG12B,4,base.user_root,830,คัน
sale_order_1005943,จ.จักรยาน,จ.จักรยาน,จ.จักรยาน,1003638,2012-12-13,product.list0,100,from stock,** ยางไทย **,JXG12R,2,base.user_root,830,คัน
sale_order_1006175,ชินรักษ์,ชินรักษ์,ชินรักษ์,1003870,2013-01-03,product.list0,40,from stock,N/A,JXG14B,10,base.user_root,800,คัน
sale_order_1006175,ชินรักษ์,ชินรักษ์,ชินรักษ์,1003870,2013-01-03,product.list0,50,from stock,N/A,JXG14P,10,base.user_root,800,คัน
sale_order_1006175,ชินรักษ์,ชินรักษ์,ชินรักษ์,1003870,2013-01-03,product.list0,60,from stock,N/A,JXG14R,10,base.user_root,800,คัน
sale_order_1005707,เจ.เซอร์วิส,เจ.เซอร์วิส,เจ.เซอร์วิส,1003402,2012-11-26,product.list0,80,from stock,N/A,JXG14R,4,base.user_root,800,คัน
sale_order_1005707,เจ.เซอร์วิส,เจ.เซอร์วิส,เจ.เซอร์วิส,1003402,2012-11-26,product.list0,70,from stock,N/A,JXG14B,6,base.user_root,800,คัน
sale_order_1005742,ไทยฮวด,ไทยฮวด,ไทยฮวด,1003437,2012-11-27,product.list0,160,from stock,* ราคาเนต * nobox **,JXG14B,20,base.user_root,776,คัน
sale_order_1005943,จ.จักรยาน,จ.จักรยาน,จ.จักรยาน,1003638,2012-12-13,product.list0,90,from stock,** ยางไทย **,JXG14P,2,base.user_root,850,คัน
sale_order_1005943,จ.จักรยาน,จ.จักรยาน,จ.จักรยาน,1003638,2012-12-13,product.list0,80,from stock,** ยางไทย **,JXG14B,4,base.user_root,850,คัน
sale_order_1005943,จ.จักรยาน,จ.จักรยาน,จ.จักรยาน,1003638,2012-12-13,product.list0,70,from stock,** ยางไทย **,JXG14R,4,base.user_root,850,คัน
sale_order_1006210,"สุรพลจักรยาน, ร้าน","สุรพลจักรยาน, ร้าน","สุรพลจักรยาน, ร้าน",1003905,2013-01-05,product.list0,170,from stock,N/A,JXG16R,8,base.user_root,855,คัน
sale_order_1006210,"สุรพลจักรยาน, ร้าน","สุรพลจักรยาน, ร้าน","สุรพลจักรยาน, ร้าน",1003905,2013-01-05,product.list0,180,from stock,N/A,JXG16P,12,base.user_root,855,คัน
sale_order_1006189,"วรรณา, ร้าน","วรรณา, ร้าน","วรรณา, ร้าน",1003884,2013-01-04,product.list0,70,from stock,N/A,JXG16P,6,base.user_root,884,คัน
sale_order_1006189,"วรรณา, ร้าน","วรรณา, ร้าน","วรรณา, ร้าน",1003884,2013-01-04,product.list0,80,from stock,N/A,JXG16R,6,base.user_root,884,คัน
sale_order_1006189,"วรรณา, ร้าน","วรรณา, ร้าน","วรรณา, ร้าน",1003884,2013-01-04,product.list0,90,from stock,N/A,JXG16SB,6,base.user_root,884,คัน
sale_order_1005707,เจ.เซอร์วิส,เจ.เซอร์วิส,เจ.เซอร์วิส,1003402,2012-11-26,product.list0,60,from stock,N/A,JXG16SB,10,base.user_root,856,คัน
sale_order_1005707,เจ.เซอร์วิส,เจ.เซอร์วิส,เจ.เซอร์วิส,1003402,2012-11-26,product.list0,50,from stock,N/A,JXG16P,20,base.user_root,856,คัน
sale_order_1005793,ซุ่นหลี-ปราณบุรี,ซุ่นหลี-ปราณบุรี,ซุ่นหลี-ปราณบุรี,1003488,2012-12-01,product.list0,30,from stock,"** มีตะกร้า, ยางนอก-ใน ไทย ** nobox",JXG16P,8,base.user_root,938,คัน
sale_order_1005793,ซุ่นหลี-ปราณบุรี,ซุ่นหลี-ปราณบุรี,ซุ่นหลี-ปราณบุรี,1003488,2012-12-01,product.list0,20,from stock,"** มีตะกร้า, ยางนอก-ใน ไทย ** nobox",JXG16R,10,base.user_root,938,คัน
sale_order_1005793,ซุ่นหลี-ปราณบุรี,ซุ่นหลี-ปราณบุรี,ซุ่นหลี-ปราณบุรี,1003488,2012-12-01,product.list0,10,from stock,"** มีตะกร้า, ยางนอก-ใน ไทย ** nobox",JXG16SB,12,base.user_root,938,คัน
sale_order_1006129,"สินสุนันท์, ร้าน","สินสุนันท์, ร้าน","สินสุนันท์, ร้าน",1003824,2012-12-26,product.list0,40,from stock,N/A,JXG16R,10,base.user_root,856,คัน
sale_order_1006129,"สินสุนันท์, ร้าน","สินสุนันท์, ร้าน","สินสุนันท์, ร้าน",1003824,2012-12-26,product.list0,50,from stock,N/A,JXG16SB,10,base.user_root,856,คัน
sale_order_1005943,จ.จักรยาน,จ.จักรยาน,จ.จักรยาน,1003638,2012-12-13,product.list0,60,from stock,** ยางไทย **,JXG16P,2,base.user_root,910,คัน
sale_order_1005943,จ.จักรยาน,จ.จักรยาน,จ.จักรยาน,1003638,2012-12-13,product.list0,50,from stock,** ยางไทย **,JXG16SB,4,base.user_root,910,คัน
sale_order_1005943,จ.จักรยาน,จ.จักรยาน,จ.จักรยาน,1003638,2012-12-13,product.list0,40,from stock,** ยางไทย **,JXG16R,4,base.user_root,910,คัน
