id,partner_id,account_id,reference,comment,date_due,date_invoice,invoice_line/account_id,invoice_line/name,invoice_line/product_id,invoice_line/quantity,invoice_line/price_unit
account_invoice_115,"เจ้ฮวย, ร้าน",11310 ลูกหนี้การค้าในประเทศ,INV55/953/47605,Sales: danupol,2012-11-13,2012-11-13,41100 รายได้จากการขายสินค้า,ตัดหนี้ Invoice,ตัดหนี้ Invoice,1,1678
account_invoice_116,"เจ้ฮวย, ร้าน",11310 ลูกหนี้การค้าในประเทศ,INV55/959/47930,Sales: danupol,2012-12-10,2012-12-10,41100 รายได้จากการขายสินค้า,ตัดหนี้ Invoice,ตัดหนี้ Invoice,1,5100
account_invoice_117,เจี่ยง่วนเฮง,11310 ลูกหนี้การค้าในประเทศ,INV55/954/47651,Sales: pasit,2012-11-17,2012-11-17,41100 รายได้จากการขายสินค้า,ตัดหนี้ Invoice,ตัดหนี้ Invoice,1,51850
account_invoice_118,เจี่ยง่วนเฮง,11310 ลูกหนี้การค้าในประเทศ,INV55/964/48196,Sales: pasit,2012-12-27,2012-12-27,41100 รายได้จากการขายสินค้า,ตัดหนี้ Invoice,ตัดหนี้ Invoice,1,117926
account_invoice_119,เจียมพาณิชย์,11310 ลูกหนี้การค้าในประเทศ,INV55/952/47555,Sales: pasit,2012-11-08,2012-11-08,41100 รายได้จากการขายสินค้า,ตัดหนี้ Invoice,ตัดหนี้ Invoice,1,18004
account_invoice_120,เจียมพาณิชย์,11310 ลูกหนี้การค้าในประเทศ,INV55/956/47782,Sales: pasit,2012-11-28,2012-11-28,41100 รายได้จากการขายสินค้า,ตัดหนี้ Invoice,ตัดหนี้ Invoice,1,8200
account_invoice_121,เจียมพาณิชย์,11310 ลูกหนี้การค้าในประเทศ,INV55/963/48125,Sales: pasit,2012-12-24,2012-12-24,41100 รายได้จากการขายสินค้า,ตัดหนี้ Invoice,ตัดหนี้ Invoice,1,29200
account_invoice_122,ชัยเจริญจักรยาน,11310 ลูกหนี้การค้าในประเทศ,INV55/961/48006,Sales: danupol,2012-12-15,2012-12-15,41100 รายได้จากการขายสินค้า,ตัดหนี้ Invoice,ตัดหนี้ Invoice,1,6100
account_invoice_123,ชินรักษ์,11310 ลูกหนี้การค้าในประเทศ,INV55/961/48030,Sales: danupol,2012-12-17,2012-12-17,41100 รายได้จากการขายสินค้า,ตัดหนี้ Invoice,ตัดหนี้ Invoice,1,7046
account_invoice_124,ชินรักษ์,11310 ลูกหนี้การค้าในประเทศ,INV55/962/48095,Sales: danupol,2012-12-21,2012-12-21,41100 รายได้จากการขายสินค้า,ตัดหนี้ Invoice,ตัดหนี้ Invoice,1,4450
account_invoice_125,โชคชัยพานิช (วิศาลจักรยาน),11310 ลูกหนี้การค้าในประเทศ,INV55/949/47442,Sales: pitoon,2012-11-01,2012-11-01,41100 รายได้จากการขายสินค้า,ตัดหนี้ Invoice,ตัดหนี้ Invoice,1,15926
account_invoice_126,โชคชัยพานิช (วิศาลจักรยาน),11310 ลูกหนี้การค้าในประเทศ,INV55/951/47519,Sales: pitoon,2012-11-06,2012-11-06,41100 รายได้จากการขายสินค้า,ตัดหนี้ Invoice,ตัดหนี้ Invoice,1,4200
account_invoice_127,โชคชัยพานิช (วิศาลจักรยาน),11310 ลูกหนี้การค้าในประเทศ,INV55/951/47526,Sales: pitoon,2012-11-07,2012-11-07,41100 รายได้จากการขายสินค้า,ตัดหนี้ Invoice,ตัดหนี้ Invoice,1,34900
account_invoice_128,โชคชัยพานิช (วิศาลจักรยาน),11310 ลูกหนี้การค้าในประเทศ,INV55/952/47563,Sales: pitoon,2012-11-09,2012-11-09,41100 รายได้จากการขายสินค้า,ตัดหนี้ Invoice,ตัดหนี้ Invoice,1,21910
account_invoice_129,โชคชัยพานิช (วิศาลจักรยาน),11310 ลูกหนี้การค้าในประเทศ,INV55/953/47639,Sales: pitoon,2012-11-16,2012-11-16,41100 รายได้จากการขายสินค้า,ตัดหนี้ Invoice,ตัดหนี้ Invoice,1,31510
account_invoice_130,โชคชัยพานิช (วิศาลจักรยาน),11310 ลูกหนี้การค้าในประเทศ,INV55/957/47841,Sales: pitoon,2012-12-04,2012-12-04,41100 รายได้จากการขายสินค้า,ตัดหนี้ Invoice,ตัดหนี้ Invoice,1,47960
account_invoice_131,โชคชัยพานิช (วิศาลจักรยาน),11310 ลูกหนี้การค้าในประเทศ,INV55/959/47937,Sales: pitoon,2012-12-10,2012-12-10,41100 รายได้จากการขายสินค้า,ตัดหนี้ Invoice,ตัดหนี้ Invoice,1,36700
account_invoice_132,โชคชัยพานิช (วิศาลจักรยาน),11310 ลูกหนี้การค้าในประเทศ,INV55/960/47963,Sales: pitoon,2012-12-12,2012-12-12,41100 รายได้จากการขายสินค้า,ตัดหนี้ Invoice,ตัดหนี้ Invoice,1,29600
account_invoice_133,"ซ้งจักรยาน, หจก.(สาขาเชียงใหม่)",11310 ลูกหนี้การค้าในประเทศ,INV55/959/47942,Sales: danupol,2012-12-10,2012-12-10,41100 รายได้จากการขายสินค้า,ตัดหนี้ Invoice,ตัดหนี้ Invoice,1,43500
account_invoice_134,"ซ้งจักรยาน, หจก.(สาขาเชียงใหม่)",11310 ลูกหนี้การค้าในประเทศ,INV55/962/48061,Sales: danupol,2012-12-19,2012-12-19,41100 รายได้จากการขายสินค้า,ตัดหนี้ Invoice,ตัดหนี้ Invoice,1,35230
account_invoice_135,"ซ่งซินหลี, หจก.",11310 ลูกหนี้การค้าในประเทศ,INV55/957/47844,Sales: danupol,2012-12-04,2012-12-04,41100 รายได้จากการขายสินค้า,ตัดหนี้ Invoice,ตัดหนี้ Invoice,1,18400
account_invoice_136,"ซ่งซินหลี, หจก.",11310 ลูกหนี้การค้าในประเทศ,INV55/959/47933,Sales: danupol,2012-12-10,2012-12-10,41100 รายได้จากการขายสินค้า,ตัดหนี้ Invoice,ตัดหนี้ Invoice,1,26600
