ERROR,Product Category,id,partner_id,partner_invoice_id,partner_shipping_id,name,date_order,pricelist_id/id,order_line/sequence,order_line/type,order_line/name,order_line/special_info,order_line/product_id,order_line/product_uom_qty,order_line/salesman_id/id,order_line/price_unit,order_line/product_uom
ERROR_PROD,KIT,sale_order_1005828,เจี่ยง่วนเฮง,เจี่ยง่วนเฮง,เจี่ยง่วนเฮง,1003523,2012-12-06,product.list0,90,from stock,"วงล้ออัลลอย 24""  ขึ้นซี่ลวด #14G พร้อมดุม 36 รู UCP - หน้า/หลัง",,KIT_RIM_24A_FR,10,base.user_root,240,คู่
ERROR_PROD,KIT,sale_order_1006022,"วัฒนพานิช, อยุธยา","วัฒนพานิช, อยุธยา","วัฒนพานิช, อยุธยา",1003717,2012-12-19,product.list0,50,from stock,"วงล้อเหล็ก 24"" ชุบโครเมี่ยม ขึ้นซี่ลวด #14G พร้อมดุม 28 รู - หลัง/หลัง",,KIT_RIM_24S_RR,10,base.user_root,200,คู่
ERROR_PROD,KIT,sale_order_1006022,"วัฒนพานิช, อยุธยา","วัฒนพานิช, อยุธยา","วัฒนพานิช, อยุธยา",1003717,2012-12-19,product.list0,60,from stock,"วงล้อเหล็ก 24"" ชุบโครเมี่ยม ขึ้นซี่ลวด #14G พร้อมดุม 28 รู - หน้า/หลัง",,KIT_RIM_24S_FR,10,base.user_root,190,คู่
ERROR_PROD,MEADOW,sale_order_1006059,"เจริญจักรยาน,ขอนแก่น","เจริญจักรยาน,ขอนแก่น","เจริญจักรยาน,ขอนแก่น",1003754,2012-12-21,product.list0,30,from stock,"SKD จักรยานเด็ก MEADOW รุ่น GUMBY 12"" สีมุก - ดำ",- สีชมพู,MGB12K,3,base.user_root,730,คัน
ERROR_PROD,KIT,sale_order_1006060,"เจริญจักรยาน,ขอนแก่น","เจริญจักรยาน,ขอนแก่น","เจริญจักรยาน,ขอนแก่น",1003755,2012-12-21,product.list0,10,from stock,"บังโคลนเหล็ก MTB 20"" สีดำ (หน้า-หลัง) พร้อมขาดำ (282+282) และปะกับ",,KIT_MUDGUARD_MTB_282K,10,base.user_root,58,ชุด
ERROR_PROD,KIT,sale_order_1006060,"เจริญจักรยาน,ขอนแก่น","เจริญจักรยาน,ขอนแก่น","เจริญจักรยาน,ขอนแก่น",1003755,2012-12-21,product.list0,20,from stock,"บังโคลนเหล็ก MTB 24"" สีดำ (หน้า-หลัง) พร้อมขาดำ (328+328) และปะกับ",,KIT_MUDGUARD_MTB_328K,20,base.user_root,63,ชุด
ERROR_PROD,KIT,sale_order_1006115,นิยมจักรยาน,นิยมจักรยาน,นิยมจักรยาน,1003810,2012-12-25,product.list0,20,from stock,"บังโคลนเหล็ก MTB 24"" คละสี (หน้า-หลัง) พร้อมขาชุบดำ (328+328) และปะกับ",,KIT_MUDGUARD_MTB_300X,20,base.user_root,54,ชุด
ERROR_PROD,KIT,sale_order_1006209,รุ่งกิจจักรยาน,รุ่งกิจจักรยาน,รุ่งกิจจักรยาน,1003904,2013-01-05,product.list0,60,from stock,ชุดเบรคก้ามปู หน้า/หลัง ED พร้อมมือเบรค 24 และสาย,,KIT_BRAKE_MTB_24,50,base.user_root,45,ชุด
ERROR_PROD,KIT,sale_order_1006247,"วี.ที.เว็นเท็กซ์, หจก.","วี.ที.เว็นเท็กซ์, หจก.","วี.ที.เว็นเท็กซ์, หจก.",1003942,2013-01-07,product.list0,150,from stock,ชุดดุมเหล็ก หน้า/หลัง 28 รู #14 ชุบซิงค์,,KIT_HUB_2814U,1000,base.user_root,66,คู่
ERROR_PROD,KIT,sale_order_1006309,แสงจันทร์,แสงจันทร์,แสงจันทร์,1004004,2013-01-14,product.list0,10,from stock,"วงล้อเหล็ก 20"" ชุบโครเมี่ยม ขึ้นซี่ลวด #14G พร้อมดุม 28 รู - หน้า/หลัง",,KIT_RIM_20S_FR,50,base.user_root,290,คู่
ERROR_PROD,วงล้อ,sale_order_1006342,พูนสินจักรยาน,พูนสินจักรยาน,พูนสินจักรยาน,1004037,2013-01-15,product.list0,10,from stock,"วงล้อเหล็ก 20""*10G*28H สีมุก คละสี",,RIM033M,30,base.user_root,85,คู่
ERROR_PROD,OEM,sale_order_1006365,ไพโอเนียร์ไซเคิล (เอ.วี),ไพโอเนียร์ไซเคิล (เอ.วี),ไพโอเนียร์ไซเคิล (เอ.วี),1004060,2013-01-18,product.list0,10,from stock,"ชุดใหญ่ 26""SPORT  มีกุญแจคอ ลูไซด์ดำ * ตัวถัง, ตะเกียบ, ถุงอะไหล่, บังโคลน, หุ้มโซ่เต็ม, บังล้อ, แฮนด์ + คอ SPORT, บันได, พักเท้า, ขาตั้ง, ขาตะกร้า *",,OEM_SPORT_26_K,10,base.user_root,930,ชุด
ERROR_PROD,ตะเกียบ,sale_order_1006411,หงษ์ฟ้าเกียรติศักดิ์,หงษ์ฟ้าเกียรติศักดิ์,หงษ์ฟ้าเกียรติศักดิ์,1004106,2013-01-22,product.list0,10,from stock,"ตะเกียบ MTB 20"" [182:221] คละสี",** ราคาเนต **,FRK010X,80,base.user_root,135,อัน
ERROR_PROD,KIT,sale_order_1006413,"วี.ที.เว็นเท็กซ์, หจก.","วี.ที.เว็นเท็กซ์, หจก.","วี.ที.เว็นเท็กซ์, หจก.",1004108,2013-01-22,product.list0,10,from stock,"ชุดแฮนด์ปีกนก MTB 24"" + คอ MTB  80mm ชุบดำ",แฮนด์ ปีกนก (ทรงสูง),KIT_HAND_MTB_24E,200,base.user_root,47,ชุด
ERROR_PROD,KIT,sale_order_1006420,นิยมจักรยาน,นิยมจักรยาน,นิยมจักรยาน,1004115,2013-01-23,product.list0,50,from stock,ชุดแฮนด์ MINI 12-14 คละสี + คอ MTB 60mm คละสี,แฮนด์ปีกนก ชุบดำ + คอ ชุบดำ (ของราชา),KIT_HAND_MINI_14X,50,base.user_root,33,ชุด
ERROR_PROD,KIT,sale_order_1006453,แสงจันทร์,แสงจันทร์,แสงจันทร์,1004148,2013-01-25,product.list0,60,from stock,"วงล้ออัลลอย 24""  ขึ้นซี่ลวด #14G พร้อมดุม 36 รู UCP - หน้า/หลัง",,KIT_RIM_24A_FR,50,base.user_root,390,คู่
ERROR_PROD,KIT,sale_order_1006453,แสงจันทร์,แสงจันทร์,แสงจันทร์,1004148,2013-01-25,product.list0,70,from stock,"วงล้อเหล็ก 24"" ชุบโครเมี่ยม ขึ้นซี่ลวด #14G พร้อมดุม 28 รู - หน้า/หลัง",,KIT_RIM_24S_FR,150,base.user_root,220,คู่
ERROR_PROD,KIT,sale_order_1006461,พรทิพย์อะไหล่,พรทิพย์อะไหล่,พรทิพย์อะไหล่,1004156,2013-01-25,product.list0,10,from stock,"วงล้อเหล็ก 26""x1.3/8 ชุบโครเมี่ยม ขึ้นซี่ลวด #14G พร้อมดุม 32/40 รู - หน้า/หลัง",,KIT_RIM_26138S_FR,50,base.user_root,270,คู่
